,이름,year,안타,2타,3타,홈런,사구,볼넷,고4,병살,삼진,희타,타수,도루,투구,gap,num_game,on_base,slg
t5,양성우,2018,17,4,0,0,1,6,1,2,1,0,44,0,198,19,15,0.5576923076923077,0.5681818181818182
t2,이우성,2018,11,1,0,1,0,2,0,3,8,1,48,0,200,37,15,0.29411764705882354,0.3541666666666667
t3,이우성,2018,10,3,0,1,2,3,0,0,18,0,42,1,181,17,15,0.40425531914893614,0.47619047619047616
t4,이우성,2018,13,2,0,2,2,5,0,2,13,0,38,0,161,27,15,0.5333333333333333,0.6578947368421053
t2,정상호,2018,7,1,0,1,1,4,0,0,7,0,29,0,140,33,15,0.4117647058823529,0.4482758620689655
t3,정상호,2018,1,0,0,0,2,2,0,1,10,1,21,0,101,35,15,0.19230769230769232,0.047619047619047616
t4,정상호,2018,10,2,0,0,2,1,0,1,5,0,27,0,117,34,15,0.5,0.5185185185185185
t2,배영섭,2018,7,1,0,0,0,2,1,0,6,0,27,0,104,46,15,0.36666666666666664,0.3333333333333333
t3,배영섭,2018,4,1,0,0,0,3,0,1,11,1,24,0,119,45,15,0.2857142857142857,0.25
t4,배영섭,2018,12,1,0,0,1,6,1,0,12,0,52,0,244,18,15,0.35,0.2692307692307692
t2,지석훈,2018,8,1,0,1,0,5,0,1,7,0,37,0,178,18,15,0.35714285714285715,0.3783783783783784
t3,지석훈,2018,2,0,0,0,0,1,0,0,4,0,16,0,75,73,15,0.17647058823529413,0.125
t4,지석훈,2018,4,1,0,0,0,2,0,1,5,0,24,0,113,33,15,0.2692307692307692,0.25
t2,손시헌,2018,11,1,0,1,0,3,0,1,5,0,36,1,136,21,15,0.41025641025641024,0.4722222222222222
t3,손시헌,2018,3,1,0,0,0,4,0,1,2,0,20,0,94,16,15,0.3333333333333333,0.25
t4,손시헌,2018,6,2,0,0,2,3,0,0,9,0,37,1,148,19,15,0.30952380952380953,0.2702702702702703
t2,정현,2018,9,1,0,0,0,1,0,1,5,3,25,1,86,88,15,0.3793103448275862,0.44
t3,정현,2018,3,0,0,0,0,1,0,1,3,0,20,0,81,24,15,0.19047619047619047,0.15
t4,정현,2018,2,0,0,0,0,4,0,0,5,2,22,1,110,48,15,0.21428571428571427,0.09090909090909091
t2,김찬형,2018,4,1,0,1,0,2,0,0,4,0,23,1,88,45,15,0.32,0.43478260869565216
t3,김찬형,2018,7,1,0,0,1,0,0,1,7,0,42,1,157,24,15,0.20930232558139536,0.21428571428571427
t4,김찬형,2018,11,0,0,0,3,2,0,0,8,0,39,2,141,19,15,0.36363636363636365,0.28205128205128205
t2,안익훈,2018,4,0,0,0,0,2,0,1,2,0,10,0,54,48,15,0.5,0.4
t3,안익훈,2018,5,0,0,0,0,1,0,1,3,0,28,0,99,97,15,0.20689655172413793,0.17857142857142858
t4,안익훈,2018,15,4,0,0,1,2,0,2,6,2,68,0,284,17,15,0.3013698630136986,0.3382352941176471
t2,김회성,2018,3,1,0,1,0,0,0,1,3,2,9,0,39,41,15,0.45454545454545453,1.0
t3,김회성,2018,7,2,0,0,2,3,0,1,10,0,34,1,139,65,15,0.358974358974359,0.3235294117647059
t4,김회성,2018,5,1,0,0,0,2,0,1,8,0,24,0,105,50,15,0.3076923076923077,0.2916666666666667
t2,한승택,2018,6,2,0,1,1,2,0,0,4,0,16,0,74,45,15,0.631578947368421,0.875
t3,한승택,2018,5,1,0,0,1,3,0,1,4,0,24,0,119,22,15,0.35714285714285715,0.2916666666666667
t4,한승택,2018,6,1,0,2,0,2,0,3,8,3,29,0,137,41,15,0.3235294117647059,0.5517241379310345
t2,최영진,2018,12,2,0,0,0,3,0,3,11,1,41,0,185,36,15,0.37777777777777777,0.3902439024390244
t3,최영진,2018,14,2,0,2,0,1,0,0,6,1,38,2,137,28,15,0.475,0.6842105263157895
t4,최영진,2018,3,1,0,0,0,1,0,1,5,0,19,0,71,99,15,0.25,0.2631578947368421
t2,안중열,2018,7,3,0,0,2,3,0,1,12,3,34,0,179,19,15,0.35714285714285715,0.38235294117647056
t3,안중열,2018,12,1,0,1,1,3,0,0,15,2,44,0,196,37,15,0.36,0.4090909090909091
t4,안중열,2018,9,4,0,2,0,1,0,1,9,1,36,0,126,19,15,0.42105263157894735,0.6944444444444444
t2,김형준,2018,4,0,0,0,0,2,0,0,6,0,14,0,72,39,15,0.375,0.2857142857142857
t3,김형준,2018,3,0,0,0,0,0,0,1,14,0,29,0,107,19,15,0.10344827586206896,0.10344827586206896
t4,김형준,2018,4,0,0,0,1,4,0,2,7,0,24,0,132,23,15,0.3103448275862069,0.16666666666666666
t2,김민하,2018,4,0,0,1,1,2,0,3,9,0,25,0,108,37,15,0.2857142857142857,0.32
t3,김민하,2018,8,2,0,1,2,2,0,1,5,1,27,3,105,18,15,0.46875,0.5925925925925926
t4,김민하,2018,8,2,0,0,0,1,0,2,13,1,36,2,138,28,15,0.2894736842105263,0.3333333333333333
t2,최진행,2018,7,0,0,1,1,5,0,1,13,0,35,0,175,52,15,0.34146341463414637,0.3142857142857143
t3,최진행,2018,10,2,0,2,0,3,0,1,13,0,44,0,190,50,15,0.3617021276595745,0.5
t2,최정민,2018,3,1,0,0,0,2,0,1,2,4,21,1,87,33,15,0.2222222222222222,0.23809523809523808
t3,최정민,2018,14,1,0,2,0,3,0,1,8,0,40,0,158,23,15,0.46511627906976744,0.6
t2,홍재호,2018,2,2,0,0,0,2,0,0,2,2,6,0,43,20,15,0.6,1.0
t3,홍재호,2018,7,1,0,0,0,1,0,2,3,0,25,0,100,27,15,0.34615384615384615,0.36
t2,오선진,2018,3,1,0,0,0,0,0,0,9,0,31,0,109,49,15,0.12903225806451613,0.16129032258064516
t3,오선진,2018,15,2,0,1,2,1,0,2,8,0,42,1,154,23,15,0.4666666666666667,0.5476190476190477
t2,박승욱,2018,3,1,0,0,1,4,0,0,5,0,15,2,98,40,15,0.45,0.3333333333333333
t2,김사훈,2018,8,2,0,0,1,0,0,0,8,1,25,0,78,32,15,0.4074074074074074,0.48
t3,김사훈,2018,0,0,0,0,0,0,0,0,5,0,15,0,52,29,15,0.0,0.0
t2,김동한,2018,3,0,0,1,0,3,0,1,3,0,21,0,105,25,15,0.2916666666666667,0.3333333333333333
t3,김동한,2018,7,1,0,0,0,0,0,0,9,2,26,1,123,62,15,0.2857142857142857,0.34615384615384615
t2,임훈,2018,5,2,0,0,0,1,0,1,1,0,16,0,54,84,15,0.47058823529411764,0.5625
t3,임훈,2018,4,0,0,0,0,1,0,0,5,0,15,0,52,28,15,0.3125,0.26666666666666666
t2,박찬도,2018,0,0,0,0,0,0,0,0,4,0,10,0,39,98,15,0.0,0.0
t3,박찬도,2018,11,3,1,0,0,3,0,0,14,0,35,1,149,19,15,0.47368421052631576,0.5714285714285714
t2,장진혁,2018,1,1,0,0,0,0,0,0,4,0,11,0,40,74,15,0.18181818181818182,0.2727272727272727
t3,장진혁,2018,5,2,0,0,2,4,0,0,3,0,18,1,96,64,15,0.5416666666666666,0.5
t2,서상우,2018,4,0,0,0,0,3,0,0,3,0,15,0,86,44,15,0.3888888888888889,0.26666666666666666
t3,서상우,2018,4,0,0,1,1,2,0,1,1,0,14,0,68,32,15,0.47058823529411764,0.5714285714285714
t2,가르시아,2018,25,5,0,4,1,2,0,2,4,0,61,3,234,21,15,0.578125,0.8360655737704918
t3,가르시아,2018,22,3,0,3,4,4,0,0,13,0,52,2,219,18,15,0.6,0.7692307692307693
t2,김지수,2018,0,0,0,0,0,1,0,2,5,0,11,0,51,25,15,0.08333333333333333,0.0
t3,김지수,2018,5,0,0,0,0,4,0,0,6,0,18,0,94,21,15,0.4090909090909091,0.2777777777777778
t2,서건창,2018,17,4,0,0,2,5,0,0,8,0,53,1,229,19,15,0.4666666666666667,0.4716981132075472
t3,유재신,2018,5,1,0,0,0,2,0,0,2,0,8,2,38,49,15,0.8,0.875
t2,김인태,2018,10,2,0,1,0,3,0,0,11,0,36,0,167,84,15,0.41025641025641024,0.5
t3,김인태,2018,8,3,0,0,0,6,0,0,9,0,35,0,167,25,15,0.4146341463414634,0.4
t2,김문호,2018,7,3,0,0,0,4,0,0,6,1,31,1,127,21,15,0.3888888888888889,0.41935483870967744
t3,김문호,2018,13,2,0,1,0,6,0,2,11,1,43,0,206,22,15,0.44,0.4883720930232558
t2,강진성,2018,3,2,0,0,0,2,0,1,3,1,19,0,92,44,15,0.3181818181818182,0.3684210526315789
t3,강진성,2018,7,1,0,0,0,1,0,2,5,1,26,0,92,21,15,0.32142857142857145,0.34615384615384615
t2,윤수강,2018,5,1,0,1,0,2,0,0,9,0,34,0,138,22,15,0.25,0.3235294117647059
t2,이종욱,2018,12,2,0,0,0,0,0,0,6,1,44,0,185,17,15,0.3111111111111111,0.36363636363636365
t2,박성한,2018,4,0,0,0,0,1,0,0,3,0,17,0,67,35,15,0.2777777777777778,0.23529411764705882
t2,박동원,2018,10,2,0,1,0,4,1,1,9,1,40,0,162,16,15,0.391304347826087,0.45
t2,김지열,2018,4,2,0,0,0,0,0,0,2,0,12,0,42,81,15,0.5,0.6666666666666666
t2,류승현,2018,17,3,1,1,0,5,0,2,7,0,42,0,197,42,15,0.574468085106383,0.7142857142857143
t2,샌즈,2018,15,1,0,5,0,4,0,1,14,0,53,0,227,20,15,0.43859649122807015,0.6981132075471698
t2,백용환,2018,7,0,0,0,0,1,0,2,7,0,23,0,103,29,15,0.3333333333333333,0.30434782608695654
t2,이재율,2018,4,1,1,0,1,1,0,0,4,0,20,3,67,21,15,0.36363636363636365,0.45
t2,유민상,2018,9,2,1,2,0,3,0,1,8,0,29,0,133,73,15,0.53125,0.8275862068965517
t2,서동욱,2018,6,2,0,0,1,2,0,0,6,0,21,0,86,27,15,0.4583333333333333,0.47619047619047616
t2,정수빈,2018,25,1,1,2,1,6,0,0,6,0,62,2,287,16,15,0.5217391304347826,0.6129032258064516
t2,오준혁,2018,4,0,0,0,1,2,0,1,4,0,25,0,119,68,15,0.25,0.16
t2,이정후,2019,25,4,0,0,0,6,0,2,2,0,59,0,261,19,15,0.5384615384615384,0.559322033898305
t3,이정후,2019,21,3,1,1,1,5,0,2,3,0,66,0,269,17,15,0.4444444444444444,0.5151515151515151
t4,이정후,2019,20,5,2,0,1,6,0,0,2,1,57,2,242,25,15,0.5230769230769231,0.631578947368421
t5,이정후,2019,21,1,3,0,0,3,0,2,5,0,61,2,224,18,15,0.4375,0.5245901639344263
t6,이정후,2019,22,2,0,1,2,3,0,0,4,1,59,2,220,19,15,0.46153846153846156,0.5084745762711864
t7,이정후,2019,19,4,1,1,0,7,0,1,7,1,59,1,265,17,15,0.47761194029850745,0.576271186440678
t8,이정후,2019,23,4,1,2,0,5,0,1,5,0,67,2,269,16,15,0.4861111111111111,0.6268656716417911
t9,이정후,2019,23,4,2,1,0,1,0,3,6,0,66,3,225,19,15,0.4626865671641791,0.6212121212121212
t10,이정후,2019,14,3,0,0,0,9,0,2,5,0,62,1,305,18,15,0.36619718309859156,0.3225806451612903
t2,김하성,2019,21,4,0,0,0,5,1,1,8,1,60,6,225,19,15,0.4626865671641791,0.48333333333333334
t3,김하성,2019,18,6,0,3,1,8,0,1,6,0,60,3,254,17,15,0.5217391304347826,0.7
t4,김하성,2019,15,0,1,1,2,6,0,3,7,0,56,5,214,25,15,0.390625,0.39285714285714285
t5,김하성,2019,15,3,0,3,1,6,0,0,10,0,52,3,216,18,15,0.4745762711864407,0.6346153846153846
t6,김하성,2019,15,4,0,3,0,11,1,2,4,0,57,3,266,17,15,0.4927536231884058,0.6140350877192983
t7,김하성,2019,17,6,1,2,0,7,0,1,12,0,56,3,240,16,15,0.5238095238095238,0.7142857142857143
t8,김하성,2019,19,4,0,4,2,8,0,1,7,0,58,3,259,17,15,0.5441176470588235,0.7413793103448276
t9,김하성,2019,20,6,0,1,0,9,1,3,9,0,63,1,284,16,15,0.5068493150684932,0.5714285714285714
t10,김하성,2019,23,4,0,1,1,8,1,0,16,0,62,5,320,24,15,0.5277777777777778,0.5645161290322581
t2,샌즈,2019,11,1,0,2,0,9,0,3,14,0,57,0,276,19,15,0.3484848484848485,0.3684210526315789
t3,샌즈,2019,23,6,0,5,0,14,0,1,8,0,59,0,285,17,15,0.6575342465753424,0.9322033898305084
t4,샌즈,2019,15,2,0,3,1,4,0,3,11,0,56,0,220,26,15,0.4098360655737705,0.5535714285714286
t5,샌즈,2019,20,5,0,6,2,8,1,3,7,0,50,1,227,23,15,0.6885245901639344,1.08
t6,샌즈,2019,15,4,0,2,1,9,0,1,10,0,54,0,251,17,15,0.484375,0.5740740740740741
t7,샌즈,2019,17,5,0,5,0,3,0,1,14,0,61,0,244,16,15,0.46875,0.7704918032786885
t8,샌즈,2019,17,3,0,2,1,9,0,1,11,0,60,0,275,17,15,0.45714285714285713,0.5166666666666667
t9,샌즈,2019,22,8,1,2,0,7,0,1,10,0,60,0,230,16,15,0.5970149253731343,0.8166666666666667
t10,샌즈,2019,17,5,0,1,1,13,0,2,12,0,54,0,275,18,15,0.5441176470588235,0.5740740740740741
t2,페르난데스,2019,18,2,0,1,0,7,0,3,6,0,56,0,230,22,15,0.4444444444444444,0.4642857142857143
t3,페르난데스,2019,22,2,0,1,0,6,0,0,9,0,63,1,255,18,15,0.4492753623188406,0.47619047619047616
t4,페르난데스,2019,17,2,0,1,1,7,0,1,2,0,53,0,205,28,15,0.45901639344262296,0.4716981132075472
t5,페르난데스,2019,16,4,0,2,0,2,0,1,9,0,62,0,204,17,15,0.375,0.5161290322580645
t6,페르난데스,2019,25,5,0,0,1,9,1,2,7,0,60,0,247,17,15,0.5774647887323944,0.5833333333333334
t7,페르난데스,2019,20,5,0,1,0,5,0,3,3,0,63,0,247,17,15,0.45588235294117646,0.5396825396825397
t8,페르난데스,2019,17,3,0,4,1,6,0,1,7,0,61,0,239,16,15,0.45588235294117646,0.639344262295082
t9,페르난데스,2019,25,5,0,4,1,9,2,3,5,0,60,0,240,18,15,0.6388888888888888,0.85
t2,김성현,2019,3,2,0,0,0,5,0,1,6,1,34,1,146,22,15,0.25,0.20588235294117646
t3,김성현,2019,11,2,0,0,0,3,0,1,6,0,45,0,169,18,15,0.3333333333333333,0.3333333333333333
t4,김성현,2019,8,1,0,0,0,2,0,2,6,1,41,2,161,25,15,0.25,0.24390243902439024
t5,김성현,2019,14,3,0,0,1,7,0,2,4,0,46,0,192,17,15,0.46296296296296297,0.43478260869565216
t6,김성현,2019,13,1,1,0,1,3,0,2,6,1,51,0,192,17,15,0.3392857142857143,0.35294117647058826
t7,김성현,2019,10,1,0,1,0,4,0,0,6,1,46,2,179,17,15,0.3137254901960784,0.34782608695652173
t8,김성현,2019,15,1,1,0,0,6,0,1,5,0,51,0,206,16,15,0.40350877192982454,0.39215686274509803
t9,김성현,2019,14,3,0,0,0,2,0,3,4,1,46,0,167,19,15,0.3877551020408163,0.43478260869565216
t2,김현수,2019,13,2,0,1,0,3,2,1,8,0,52,1,208,22,15,0.3684210526315789,0.40384615384615385
t3,김현수,2019,20,4,0,0,1,4,1,2,1,0,59,0,216,18,15,0.46153846153846156,0.4745762711864407
t4,김현수,2019,23,7,0,4,1,7,0,0,4,0,55,0,242,27,15,0.6666666666666666,0.9636363636363636
t5,김현수,2019,14,2,0,0,0,6,1,0,6,0,53,1,235,18,15,0.38333333333333336,0.33962264150943394
t6,김현수,2019,22,6,0,3,0,7,3,1,5,0,61,0,230,16,15,0.5774647887323944,0.7540983606557377
t7,김현수,2019,18,6,0,1,1,6,1,0,6,0,60,0,242,18,15,0.4852941176470588,0.5666666666666667
t8,김현수,2019,17,4,0,1,1,5,1,2,4,0,60,1,238,18,15,0.43283582089552236,0.48333333333333334
t9,김현수,2019,18,4,0,0,1,7,0,2,6,0,52,0,261,17,15,0.5,0.5
t2,최정,2019,16,5,0,3,3,4,0,1,9,0,57,1,240,22,15,0.484375,0.6666666666666666
t3,최정,2019,20,2,0,1,1,3,0,1,5,0,58,2,227,18,15,0.43548387096774194,0.4827586206896552
t4,최정,2019,15,2,0,2,1,9,0,1,10,0,55,0,256,25,15,0.4461538461538462,0.4909090909090909
t5,최정,2019,15,5,0,5,5,11,2,0,9,0,47,0,269,17,15,0.6615384615384615,0.9574468085106383
t6,최정,2019,21,4,0,5,4,5,1,0,3,0,47,0,212,17,15,0.7017543859649122,1.0425531914893618
t7,최정,2019,11,1,0,1,4,7,2,1,10,0,53,0,219,20,15,0.3939393939393939,0.32075471698113206
t8,최정,2019,21,6,0,5,3,8,1,0,14,0,59,0,260,16,15,0.6197183098591549,0.8983050847457628
t9,최정,2019,16,1,0,3,3,9,0,0,13,0,53,0,290,18,15,0.49230769230769234,0.5660377358490566
t2,박해민,2019,6,1,0,0,0,2,0,1,2,0,34,1,146,17,15,0.25,0.23529411764705882
t3,박해민,2019,5,1,0,0,0,8,0,0,13,1,44,3,225,22,15,0.2641509433962264,0.1590909090909091
t4,박해민,2019,12,1,2,3,1,7,0,1,11,3,57,2,254,25,15,0.38235294117647056,0.5614035087719298
t5,박해민,2019,16,2,1,0,0,3,0,0,6,1,51,5,200,19,15,0.4,0.45098039215686275
t6,박해민,2019,13,1,0,0,0,5,0,1,8,1,57,0,244,16,15,0.30158730158730157,0.2631578947368421
t7,박해민,2019,19,1,1,0,0,5,0,0,9,1,65,4,296,18,15,0.36619718309859156,0.36923076923076925
t8,박해민,2019,18,4,1,0,0,5,0,0,8,1,63,5,301,19,15,0.4057971014492754,0.4603174603174603
t9,박해민,2019,12,3,0,1,1,10,0,0,8,2,49,0,266,17,15,0.43548387096774194,0.4489795918367347
t2,이천웅,2019,19,3,1,0,0,5,0,1,9,0,66,2,252,21,15,0.39436619718309857,0.42424242424242425
t3,이천웅,2019,17,0,0,0,2,5,0,2,8,0,56,1,267,18,15,0.38095238095238093,0.30357142857142855
t4,이천웅,2019,25,6,1,0,2,3,0,1,8,1,65,4,243,27,15,0.5211267605633803,0.6153846153846154
t5,이천웅,2019,18,3,0,0,1,5,0,0,12,0,60,1,259,17,15,0.4090909090909091,0.4
t6,이천웅,2019,21,5,0,0,0,9,0,3,4,0,64,1,308,17,15,0.4794520547945205,0.484375
t7,이천웅,2019,14,1,0,1,0,11,1,1,13,0,58,1,275,17,15,0.4,0.3448275862068966
t8,이천웅,2019,20,2,0,1,0,3,0,2,8,3,63,5,245,18,15,0.37681159420289856,0.4444444444444444
t9,이천웅,2019,20,3,1,0,0,9,0,2,12,0,63,2,257,18,15,0.4583333333333333,0.4603174603174603
t2,정은원,2019,9,2,1,1,0,1,0,0,10,0,53,0,212,20,15,0.25925925925925924,0.37735849056603776
t3,정은원,2019,13,2,1,1,0,4,0,2,9,0,57,0,246,17,15,0.3442622950819672,0.42105263157894735
t4,정은원,2019,14,4,1,0,0,4,0,1,12,0,62,3,267,24,15,0.3484848484848485,0.4032258064516129
t5,정은원,2019,19,4,0,1,0,7,0,1,8,1,60,4,267,19,15,0.45588235294117646,0.5166666666666667
t6,정은원,2019,14,5,0,0,0,6,0,1,13,3,57,1,271,16,15,0.3787878787878788,0.42105263157894735
t7,정은원,2019,17,1,1,0,0,4,0,0,10,0,65,3,284,16,15,0.3333333333333333,0.3384615384615385
t8,정은원,2019,17,2,0,3,0,8,0,1,8,1,57,1,281,20,15,0.45454545454545453,0.5789473684210527
t9,정은원,2019,22,5,1,1,0,3,0,0,15,1,64,1,278,18,15,0.47058823529411764,0.609375
t2,이재원,2019,10,1,0,0,0,2,0,4,11,0,48,0,191,23,15,0.26,0.25
t3,이재원,2019,9,3,0,1,2,3,0,1,12,0,45,0,203,20,15,0.36,0.4222222222222222
t4,이재원,2019,15,3,0,2,1,6,1,0,1,0,44,0,178,26,15,0.5384615384615384,0.6590909090909091
t5,이재원,2019,13,1,0,4,2,5,1,2,2,0,47,0,189,19,15,0.4727272727272727,0.6595744680851063
t6,이재원,2019,15,1,0,0,1,3,0,0,8,0,46,0,173,18,15,0.4,0.3695652173913043
t7,이재원,2019,12,5,0,1,1,4,0,4,2,0,50,0,187,17,15,0.41818181818181815,0.52
t8,이재원,2019,10,1,0,0,0,3,0,0,6,0,50,0,175,18,15,0.2641509433962264,0.24
t9,이재원,2019,13,0,0,2,2,4,0,2,10,0,52,0,206,18,15,0.3620689655172414,0.40384615384615385
t2,로하스,2019,18,3,0,4,0,5,1,1,14,0,60,0,235,19,15,0.4696969696969697,0.6666666666666666
t3,로하스,2019,20,3,2,2,1,4,0,0,9,0,55,0,232,18,15,0.5333333333333333,0.7272727272727273
t4,로하스,2019,21,4,1,1,0,4,0,0,11,0,58,0,241,25,15,0.5,0.6206896551724138
t5,로하스,2019,17,5,0,4,1,4,0,0,12,0,54,1,238,18,15,0.5254237288135594,0.7962962962962963
t6,로하스,2019,17,1,0,3,0,4,1,1,5,0,45,0,182,19,15,0.52,0.6888888888888889
t7,로하스,2019,21,8,0,3,0,8,2,0,12,0,58,0,255,17,15,0.6176470588235294,0.8448275862068966
t8,로하스,2019,18,1,0,4,0,6,1,1,15,0,59,2,246,17,15,0.45454545454545453,0.6101694915254238
t9,로하스,2019,18,2,0,1,0,3,0,0,17,0,57,0,217,17,15,0.4,0.45614035087719296
t2,전준우,2019,20,3,0,3,0,1,0,4,7,0,57,1,187,17,15,0.46551724137931033,0.6666666666666666
t3,전준우,2019,14,5,0,2,2,6,1,3,7,0,56,0,251,20,15,0.46153846153846156,0.5714285714285714
t4,전준우,2019,20,1,0,4,0,3,0,4,9,0,60,2,239,27,15,0.4444444444444444,0.6333333333333333
t5,전준우,2019,17,2,0,3,1,7,1,4,2,0,57,2,210,19,15,0.4696969696969697,0.5789473684210527
t6,전준우,2019,23,3,0,1,1,3,0,0,5,0,59,1,222,17,15,0.49206349206349204,0.559322033898305
t7,전준우,2019,22,3,0,3,1,5,0,0,7,0,61,2,246,16,15,0.5074626865671642,0.6557377049180327
t8,전준우,2019,8,3,1,0,2,12,0,3,11,1,54,0,246,19,15,0.37681159420289856,0.3148148148148148
t9,전준우,2019,20,3,0,4,0,6,0,0,10,0,64,0,279,19,15,0.4714285714285714,0.65625
t2,박세혁,2019,13,0,3,0,1,2,0,0,8,2,53,1,234,24,15,0.3275862068965517,0.41509433962264153
t3,박세혁,2019,18,3,1,3,1,9,1,0,5,0,46,1,223,19,15,0.631578947368421,0.8478260869565217
t4,박세혁,2019,7,2,0,0,0,5,0,0,7,1,43,0,189,27,15,0.2857142857142857,0.2558139534883721
t5,박세혁,2019,10,1,0,0,1,2,0,3,10,3,47,1,169,20,15,0.2641509433962264,0.2553191489361702
t6,박세혁,2019,8,2,0,0,1,3,0,0,8,1,49,2,201,18,15,0.25925925925925924,0.24489795918367346
t7,박세혁,2019,21,5,0,0,1,2,0,0,5,1,53,0,211,17,15,0.5087719298245614,0.5849056603773585
t8,박세혁,2019,15,3,4,0,0,9,0,0,11,0,51,0,242,18,15,0.5166666666666667,0.6470588235294118
t9,박세혁,2019,15,2,1,1,0,5,0,1,9,1,44,2,199,19,15,0.48,0.5909090909090909
t2,로맥,2019,12,3,0,1,1,11,0,0,17,0,45,0,282,27,15,0.49122807017543857,0.4888888888888889
t3,로맥,2019,13,5,0,2,0,5,0,1,17,0,56,0,244,21,15,0.4098360655737705,0.5535714285714286
t4,로맥,2019,17,4,0,5,0,9,0,2,13,0,57,1,287,18,15,0.5303030303030303,0.7894736842105263
t5,로맥,2019,13,4,0,1,1,14,0,2,7,0,50,0,258,16,15,0.5076923076923077,0.5
t6,로맥,2019,15,1,0,6,2,4,0,1,13,0,61,1,269,17,15,0.417910447761194,0.6721311475409836
t7,로맥,2019,22,4,1,2,1,7,1,1,9,0,57,2,260,17,15,0.5757575757575758,0.7192982456140351
t8,로맥,2019,16,2,0,5,0,6,0,2,11,0,59,0,271,17,15,0.4461538461538462,0.6779661016949152
t9,로맥,2019,11,3,0,1,1,9,1,2,15,0,57,0,301,19,15,0.38235294117647056,0.3684210526315789
t2,고종욱,2019,27,1,1,1,0,3,0,2,8,0,62,8,227,22,15,0.5076923076923077,0.5806451612903226
t3,고종욱,2019,14,4,2,0,0,0,0,0,9,0,52,0,181,20,15,0.38461538461538464,0.5384615384615384
t4,고종욱,2019,18,2,0,0,0,2,0,0,10,0,56,3,203,25,15,0.3793103448275862,0.39285714285714285
t5,고종욱,2019,19,6,1,0,0,2,0,1,9,0,57,2,218,18,15,0.4745762711864407,0.5964912280701754
t6,고종욱,2019,19,2,0,0,0,1,0,0,10,0,65,1,232,16,15,0.3333333333333333,0.35384615384615387
t7,고종욱,2019,25,1,1,0,0,5,1,1,12,0,58,6,225,19,15,0.515625,0.5172413793103449
t8,고종욱,2019,14,7,0,0,1,0,0,0,9,0,56,2,219,18,15,0.38596491228070173,0.5
t9,고종욱,2019,16,2,2,2,0,2,0,0,13,0,45,5,174,20,15,0.5106382978723404,0.7555555555555555
t2,이명기,2019,17,2,0,1,0,3,0,1,7,1,56,2,252,19,15,0.38333333333333336,0.44642857142857145
t3,이명기,2019,19,1,1,0,0,7,0,2,8,1,55,3,243,19,15,0.4444444444444444,0.43636363636363634
t4,이명기,2019,15,1,0,0,0,7,0,3,6,1,60,1,279,26,15,0.3382352941176471,0.2833333333333333
t5,이명기,2019,14,1,0,0,1,3,0,0,6,0,53,2,209,22,15,0.3333333333333333,0.3018867924528302
t6,이명기,2019,16,0,1,0,2,4,0,0,7,0,44,1,178,18,15,0.46,0.4318181818181818
t7,이명기,2019,5,1,1,0,0,7,1,0,5,3,38,0,175,16,15,0.30612244897959184,0.2631578947368421
t8,이명기,2019,16,5,0,0,1,5,0,4,7,0,57,0,248,18,15,0.42857142857142855,0.45614035087719296
t9,이명기,2019,16,2,0,1,0,7,0,0,13,0,54,0,256,20,15,0.4262295081967213,0.4444444444444444
t2,김재환,2019,17,8,1,0,2,4,0,0,13,0,49,1,177,33,15,0.5818181818181818,0.7346938775510204
t3,김재환,2019,15,2,1,1,0,5,1,1,10,0,57,1,205,27,15,0.3968253968253968,0.45614035087719296
t4,김재환,2019,10,1,0,2,1,6,0,0,16,0,58,0,228,18,15,0.3076923076923077,0.3448275862068966
t5,김재환,2019,16,1,0,0,1,8,0,0,10,0,49,0,251,18,15,0.4482758620689655,0.3673469387755102
t6,김재환,2019,16,2,0,3,0,6,1,0,14,0,60,0,236,16,15,0.417910447761194,0.5333333333333333
t7,김재환,2019,14,0,1,1,1,6,1,2,11,0,51,0,211,18,15,0.4067796610169492,0.4117647058823529
t8,김재환,2019,21,3,1,4,0,9,1,2,13,0,58,0,236,16,15,0.5735294117647058,0.7931034482758621
t9,김재환,2019,17,1,1,2,0,7,0,1,16,0,58,1,249,18,15,0.4307692307692308,0.5172413793103449
t2,유한준,2019,14,0,0,3,0,6,0,3,9,0,54,0,250,17,15,0.38333333333333336,0.48148148148148145
t3,유한준,2019,18,1,0,1,1,4,0,2,3,0,56,0,244,30,15,0.4098360655737705,0.42857142857142855
t4,유한준,2019,19,2,1,3,1,10,0,1,7,0,52,1,265,18,15,0.5714285714285714,0.7307692307692307
t5,유한준,2019,22,1,0,4,0,7,0,3,4,0,56,0,246,18,15,0.5396825396825397,0.7142857142857143
t6,유한준,2019,14,3,0,1,0,5,0,4,4,0,57,1,247,16,15,0.3709677419354839,0.42105263157894735
t7,유한준,2019,23,6,0,1,0,3,0,1,8,0,57,0,226,19,15,0.55,0.6842105263157895
t8,유한준,2019,9,1,0,1,0,5,0,2,11,0,52,0,236,18,15,0.2807017543859649,0.28846153846153844
t9,유한준,2019,18,2,0,0,1,5,0,1,7,0,56,1,247,16,15,0.41935483870967744,0.39285714285714285
t2,심우준,2019,18,1,0,1,1,5,0,0,8,1,48,5,238,17,15,0.4727272727272727,0.5
t3,심우준,2019,15,1,1,0,0,2,0,2,9,1,50,5,219,20,15,0.3584905660377358,0.4
