,PCODE,NAME,year,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,투구,barrel,start_date,end_date,gap,게임수,출루,장타,series_index
395,62404.0,구자욱,2021,15,58,15,15,2,1,2,25,8,7,1,7,2,1,14,1,1,1,271,2.0,2021-07-01,2021-08-19,-49 days,15,0.43478260869565216,0.5172413793103449,t1
396,62404.0,구자욱,2021,15,59,13,19,3,1,3,33,10,4,0,4,1,0,11,0,0,2,260,16.0,2021-06-12,2021-06-30,-18 days,15,0.484375,0.6779661016949152,t2
397,62404.0,구자욱,2021,15,66,9,17,1,1,2,26,15,1,0,1,0,0,8,0,0,0,229,6.0,2021-05-21,2021-06-11,-21 days,15,0.3283582089552239,0.45454545454545453,t3
398,62404.0,구자욱,2021,15,55,12,13,2,2,1,22,6,2,0,8,0,0,9,1,0,3,270,10.0,2021-05-01,2021-05-19,-18 days,15,0.4126984126984127,0.4909090909090909,t4
399,62404.0,구자욱,2021,15,56,11,18,5,1,2,31,10,4,0,10,0,1,13,0,0,2,320,7.0,2021-04-14,2021-04-30,-16 days,15,0.5522388059701493,0.6964285714285714,t5
400,62404.0,구자욱,2021,9,33,8,12,2,0,2,20,9,3,0,4,1,0,6,4,0,0,173,3.0,2021-04-03,2021-04-13,-10 days,9,0.5526315789473685,0.7272727272727273,t6
401,62409.0,박찬도,2018,1,6,3,1,0,0,0,1,0,2,0,0,0,0,3,0,0,0,24,0.0,2018-09-04,2018-10-13,-39 days,15,0.16666666666666666,0.16666666666666666,t0
402,62409.0,박찬도,2018,0,10,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,39,0.0,2018-05-09,2018-08-15,-98 days,15,0.0,0.0,t1
403,62409.0,박찬도,2018,10,35,4,11,3,1,0,16,4,1,2,3,0,0,14,0,0,0,149,4.0,2018-04-19,2018-05-08,-19 days,15,0.47368421052631576,0.5714285714285714,t2
404,62409.0,박찬도,2018,5,22,5,5,1,0,0,6,1,0,0,5,0,0,7,0,1,0,135,0.0,2018-04-05,2018-04-18,-13 days,9,0.39285714285714285,0.3181818181818182,t3
405,62409.0,박찬도,2019,5,23,5,7,0,0,0,7,2,0,1,0,0,0,6,0,0,0,77,0.0,2019-07-09,2019-08-28,-50 days,15,0.30434782608695654,0.30434782608695654,t0
406,62409.0,박찬도,2019,1,9,5,2,1,0,0,3,0,0,0,2,0,1,4,0,0,0,47,0.0,2019-03-26,2019-07-07,-103 days,15,0.5,0.4444444444444444,t1
407,62409.0,박찬도,2020,7,21,1,3,1,0,0,4,0,1,0,5,0,0,8,0,1,0,132,0.0,2020-06-18,2020-08-27,-70 days,15,0.3333333333333333,0.23809523809523808,t0
408,62409.0,박찬도,2020,9,36,7,6,1,0,0,7,1,2,0,2,0,0,11,1,0,0,148,1.0,2020-05-31,2020-06-17,-17 days,15,0.23684210526315788,0.2222222222222222,t1
409,62409.0,박찬도,2020,11,35,9,11,3,0,1,17,5,1,1,6,0,0,3,1,1,0,177,4.0,2020-05-12,2020-05-30,-18 days,15,0.5,0.6,t2
410,62409.0,박찬도,2020,1,4,3,1,0,0,0,1,2,1,0,2,1,1,0,0,0,2,26,0.0,2020-05-05,2020-05-10,-5 days,6,0.625,0.25,t3
411,62415.0,박해민,2018,15,64,16,24,5,1,3,40,15,6,1,9,0,0,13,0,0,2,323,10.0,2018-09-19,2018-10-13,-24 days,15,0.5753424657534246,0.765625,t0
412,62415.0,박해민,2018,14,61,11,21,6,1,2,35,9,3,0,4,1,0,14,1,0,0,270,9.0,2018-08-15,2018-09-18,-34 days,15,0.5303030303030303,0.7213114754098361,t1
413,62415.0,박해민,2018,14,60,14,13,2,1,0,17,2,3,0,9,0,0,10,1,2,1,295,6.0,2018-07-27,2018-08-14,-18 days,15,0.352112676056338,0.3333333333333333,t2
414,62415.0,박해민,2018,15,59,12,14,2,0,0,16,6,4,2,8,0,0,10,0,1,1,312,3.0,2018-07-06,2018-07-26,-20 days,15,0.35294117647058826,0.3050847457627119,t3
415,62415.0,박해민,2018,14,61,10,17,3,1,0,22,2,4,1,4,0,0,12,0,0,0,283,10.0,2018-06-16,2018-07-05,-19 days,15,0.38461538461538464,0.4262295081967213,t4
416,62415.0,박해민,2018,14,60,17,20,6,2,1,33,16,4,0,7,0,0,9,1,1,0,291,8.0,2018-05-30,2018-06-15,-16 days,15,0.5294117647058824,0.7,t5
417,62415.0,박해민,2018,15,62,8,20,1,0,1,24,5,1,4,4,1,0,5,1,1,1,259,4.0,2018-05-11,2018-05-29,-18 days,15,0.39705882352941174,0.41935483870967744,t6
418,62415.0,박해민,2018,14,64,11,21,4,1,1,30,6,6,1,6,0,0,7,1,0,0,295,6.0,2018-04-22,2018-05-10,-18 days,15,0.4714285714285714,0.5625,t7
419,62415.0,박해민,2018,11,47,9,13,1,1,1,19,6,2,0,4,0,0,7,2,2,1,179,7.0,2018-04-04,2018-04-21,-17 days,15,0.37735849056603776,0.46808510638297873,t8
420,62415.0,박해민,2018,8,38,6,9,0,2,0,13,1,3,1,1,1,0,12,2,1,0,156,2.0,2018-03-24,2018-04-03,-10 days,9,0.3170731707317073,0.39473684210526316,t9
421,62415.0,박해민,2019,15,60,9,16,2,1,0,20,0,4,0,7,0,0,6,0,0,0,281,2.0,2019-09-11,2019-09-29,-18 days,15,0.3880597014925373,0.38333333333333336,t0
422,62415.0,박해민,2019,7,34,4,6,1,0,0,7,6,1,0,2,0,0,2,1,0,0,146,3.0,2019-08-24,2019-09-10,-17 days,15,0.25,0.23529411764705882,t1
423,62415.0,박해민,2019,13,44,5,5,1,0,0,6,1,3,0,8,0,0,13,0,1,0,225,0.0,2019-08-01,2019-08-23,-22 days,15,0.2641509433962264,0.1590909090909091,t2
424,62415.0,박해민,2019,15,57,7,12,1,2,3,26,12,2,0,7,1,0,11,1,3,1,254,7.0,2019-07-06,2019-07-31,-25 days,15,0.38235294117647056,0.5614035087719298,t3
425,62415.0,박해민,2019,14,51,4,16,2,1,0,20,4,5,1,3,0,0,6,0,1,0,200,3.0,2019-06-16,2019-07-05,-19 days,15,0.4,0.45098039215686275,t4
426,62415.0,박해민,2019,15,57,1,13,1,0,0,14,5,0,1,5,0,0,8,1,1,1,244,2.0,2019-05-30,2019-06-15,-16 days,15,0.30158730158730157,0.2631578947368421,t5
427,62415.0,박해민,2019,15,65,10,19,1,1,0,22,2,4,3,5,0,0,9,0,1,0,296,7.0,2019-05-11,2019-05-29,-18 days,15,0.36619718309859156,0.36923076923076925,t6
428,62415.0,박해민,2019,15,63,8,18,4,1,0,24,7,5,1,5,0,0,8,0,1,1,301,6.0,2019-04-21,2019-05-10,-19 days,15,0.4057971014492754,0.4603174603174603,t7
429,62415.0,박해민,2019,14,49,11,12,3,0,1,18,5,0,1,10,1,0,8,0,2,0,266,3.0,2019-04-03,2019-04-20,-17 days,15,0.43548387096774194,0.4489795918367347,t8
430,62415.0,박해민,2019,8,26,5,4,0,1,1,9,2,0,0,6,0,0,11,1,2,0,167,2.0,2019-03-23,2019-04-02,-10 days,9,0.35294117647058826,0.4230769230769231,t9
431,62415.0,박해민,2020,15,60,10,14,1,0,2,21,9,9,2,9,0,0,9,1,1,1,325,9.0,2020-10-09,2020-10-30,-21 days,15,0.37142857142857144,0.4,t0
432,62415.0,박해민,2020,14,64,10,17,1,1,1,23,6,5,1,2,0,0,14,1,1,0,238,9.0,2020-09-23,2020-10-08,-15 days,15,0.3283582089552239,0.40625,t1
433,62415.0,박해민,2020,15,50,13,13,2,1,1,20,3,2,1,10,2,1,4,0,0,1,278,9.0,2020-09-06,2020-09-22,-16 days,15,0.47619047619047616,0.48,t2
434,62415.0,박해민,2020,14,57,9,19,3,1,1,27,7,3,0,2,0,0,8,1,1,1,251,4.0,2020-08-16,2020-09-04,-19 days,15,0.43333333333333335,0.5614035087719298,t3
435,62415.0,박해민,2020,15,59,7,19,2,0,1,24,7,4,3,5,1,0,7,0,1,0,268,1.0,2020-07-29,2020-08-15,-17 days,15,0.42424242424242425,0.4576271186440678,t4
436,62415.0,박해민,2020,15,56,6,18,3,1,0,23,7,5,4,5,0,0,8,3,1,0,241,8.0,2020-07-05,2020-07-26,-21 days,15,0.43548387096774194,0.48214285714285715,t5
437,62415.0,박해민,2020,12,51,16,16,0,1,3,27,9,2,1,3,0,0,7,0,2,0,207,4.0,2020-06-18,2020-07-04,-16 days,15,0.4107142857142857,0.6078431372549019,t6
438,62415.0,박해민,2020,14,48,8,18,3,0,1,24,5,2,0,3,0,0,10,0,0,0,204,5.0,2020-05-19,2020-06-17,-29 days,15,0.49019607843137253,0.5833333333333334,t7
439,62415.0,박해민,2020,11,44,5,8,3,0,1,14,2,2,0,0,0,0,10,1,0,0,151,3.0,2020-05-05,2020-05-17,-12 days,12,0.2727272727272727,0.4090909090909091,t8
440,62415.0,박해민,2021,15,55,7,15,5,0,1,23,8,3,3,11,0,0,9,1,1,2,273,3.0,2021-08-22,2021-09-08,-17 days,15,0.47761194029850745,0.5272727272727272,t0
441,62415.0,박해민,2021,15,54,11,11,1,0,1,15,5,6,1,9,2,0,13,1,2,0,292,1.0,2021-07-01,2021-08-20,-50 days,15,0.3582089552238806,0.3148148148148148,t1
442,62415.0,박해민,2021,13,54,10,18,4,1,0,24,7,5,0,4,1,0,9,0,2,0,263,2.0,2021-06-15,2021-06-30,-15 days,15,0.45901639344262296,0.5370370370370371,t2
443,62415.0,박해민,2021,15,55,12,15,3,0,2,24,8,6,0,10,0,0,12,0,0,0,304,7.0,2021-05-22,2021-06-13,-22 days,15,0.46153846153846156,0.5272727272727272,t3
444,62415.0,박해민,2021,14,53,12,21,5,0,0,26,4,7,2,8,0,1,8,0,2,1,273,4.0,2021-05-02,2021-05-21,-19 days,15,0.546875,0.5849056603773585,t4
445,62415.0,박해민,2021,14,51,9,12,1,0,0,13,7,3,2,7,0,0,7,0,2,2,238,4.0,2021-04-15,2021-05-01,-16 days,15,0.3333333333333333,0.27450980392156865,t5
446,62415.0,박해민,2021,10,36,3,10,1,0,1,14,6,3,1,5,0,1,6,0,0,1,189,2.0,2021-04-03,2021-04-14,-11 days,10,0.42857142857142855,0.4444444444444444,t6
447,62556.0,신본기,2018,8,28,3,6,1,0,1,10,1,0,0,2,1,0,11,1,0,0,127,1.0,2018-09-22,2018-10-10,-18 days,15,0.3548387096774194,0.42857142857142855,t0
448,62556.0,신본기,2018,15,53,4,14,2,0,2,22,7,0,0,2,1,0,15,1,0,0,219,2.0,2018-08-16,2018-09-20,-35 days,15,0.375,0.49056603773584906,t1
449,62556.0,신본기,2018,12,48,5,17,0,0,0,17,5,0,2,2,1,0,8,1,0,1,192,3.0,2018-07-26,2018-08-14,-19 days,15,0.39215686274509803,0.3541666666666667,t2
450,62556.0,신본기,2018,14,44,5,10,3,0,2,19,8,0,1,6,2,0,10,1,0,1,205,6.0,2018-07-05,2018-07-25,-20 days,15,0.4423076923076923,0.5454545454545454,t3
451,62556.0,신본기,2018,15,53,10,19,6,0,2,31,12,0,1,6,1,0,7,1,2,0,228,6.0,2018-06-15,2018-07-04,-19 days,15,0.5483870967741935,0.7358490566037735,t4
452,62556.0,신본기,2018,12,42,5,11,4,1,0,17,8,0,0,5,0,0,13,1,2,1,205,8.0,2018-05-27,2018-06-14,-18 days,15,0.42857142857142855,0.5238095238095238,t5
453,62556.0,신본기,2018,15,47,6,13,4,0,0,17,5,0,0,6,2,2,12,1,0,1,211,5.0,2018-05-08,2018-05-26,-18 days,15,0.47368421052631576,0.44680851063829785,t6
454,62556.0,신본기,2018,15,51,9,16,2,0,3,27,16,1,0,3,3,0,6,2,1,0,184,3.0,2018-04-19,2018-05-05,-16 days,15,0.46551724137931033,0.6274509803921569,t7
455,62556.0,신본기,2018,14,56,8,19,6,0,1,28,9,0,1,1,0,0,13,3,0,1,203,5.0,2018-03-29,2018-04-18,-20 days,15,0.47368421052631576,0.625,t8
456,62556.0,신본기,2018,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,2018-03-24,2018-03-28,-4 days,4,0.0,0.0,t9
457,62556.0,신본기,2019,14,49,1,12,1,0,0,13,2,0,0,4,0,0,5,0,0,0,170,5.0,2019-09-08,2019-10-01,-23 days,15,0.32075471698113206,0.2857142857142857,t0
458,62556.0,신본기,2019,15,51,2,14,1,0,0,15,5,0,0,0,0,0,7,5,0,0,163,3.0,2019-07-28,2019-09-07,-41 days,15,0.29411764705882354,0.3137254901960784,t1
459,62556.0,신본기,2019,12,35,5,9,2,0,0,11,0,1,0,4,1,1,10,0,0,0,150,2.0,2019-06-30,2019-07-27,-27 days,15,0.4146341463414634,0.37142857142857144,t2
460,62556.0,신본기,2019,13,41,9,10,1,0,0,11,3,0,0,4,2,0,4,1,1,0,189,4.0,2019-06-11,2019-06-29,-18 days,15,0.3541666666666667,0.2926829268292683,t3
461,62556.0,신본기,2019,14,52,5,11,0,0,1,14,4,1,1,2,1,0,11,0,4,1,220,2.0,2019-05-24,2019-06-09,-16 days,15,0.2542372881355932,0.28846153846153844,t4
462,62556.0,신본기,2019,14,43,7,10,0,0,0,10,4,0,2,5,2,0,5,0,0,0,199,2.0,2019-05-04,2019-05-21,-17 days,15,0.34,0.23255813953488372,t5
463,62556.0,신본기,2019,14,51,5,12,1,0,0,13,4,0,0,2,1,0,9,2,0,0,214,6.0,2019-04-14,2019-05-03,-19 days,15,0.2962962962962963,0.27450980392156865,t6
464,62556.0,신본기,2019,14,50,7,17,3,0,0,20,4,1,0,3,1,0,11,1,0,0,230,5.0,2019-03-24,2019-04-13,-20 days,15,0.4444444444444444,0.46,t7
465,62556.0,신본기,2020,2,12,4,4,1,0,0,5,2,0,0,3,0,0,1,1,0,0,60,0.0,2020-10-03,2020-10-30,-27 days,15,0.5333333333333333,0.5,t0
466,62556.0,신본기,2020,2,19,2,2,0,0,0,2,1,0,0,3,0,0,5,1,0,0,83,1.0,2020-09-03,2020-10-02,-29 days,15,0.22727272727272727,0.10526315789473684,t1
467,62556.0,신본기,2020,6,23,5,7,0,0,1,10,6,1,0,5,0,0,2,1,1,1,120,1.0,2020-07-26,2020-09-01,-37 days,15,0.4482758620689655,0.4782608695652174,t2
468,62556.0,신본기,2020,4,20,3,4,0,0,1,7,2,0,0,1,0,0,4,0,0,0,68,2.0,2020-06-11,2020-07-17,-36 days,15,0.2857142857142857,0.4,t3
469,62556.0,신본기,2020,6,23,2,3,0,0,0,3,0,0,0,2,1,0,6,0,0,0,99,2.0,2020-05-15,2020-06-10,-26 days,15,0.23076923076923078,0.13043478260869565,t4
470,62556.0,신본기,2020,1,9,2,3,0,0,0,3,1,0,0,0,0,0,4,0,0,0,42,1.0,2020-05-07,2020-05-14,-7 days,6,0.3333333333333333,0.3333333333333333,t5
471,62556.0,신본기,2021,4,15,0,4,2,0,0,6,2,0,0,1,0,0,5,0,0,0,53,2.0,2021-08-12,2021-09-05,-24 days,15,0.4375,0.5333333333333333,t0
472,62556.0,신본기,2021,10,29,3,3,2,0,0,5,3,0,0,3,1,0,11,0,1,0,143,4.0,2021-05-11,2021-08-11,-92 days,15,0.2647058823529412,0.2413793103448276,t1
473,62556.0,신본기,2021,15,45,7,11,1,0,0,12,3,0,1,7,1,0,12,2,2,0,208,5.0,2021-04-22,2021-05-09,-17 days,15,0.36363636363636365,0.28888888888888886,t2
474,62556.0,신본기,2021,3,16,4,4,1,0,0,5,2,1,0,3,0,0,2,0,0,0,84,3.0,2021-04-04,2021-04-21,-17 days,12,0.42105263157894735,0.375,t3
475,62700.0,하주석,2018,15,60,6,17,2,0,1,22,6,5,1,2,0,0,17,0,0,0,235,3.0,2018-09-26,2018-10-23,-27 days,15,0.3548387096774194,0.4166666666666667,t0
476,62700.0,하주석,2018,15,51,9,14,3,0,1,20,4,1,3,5,0,0,14,1,0,0,194,2.0,2018-09-08,2018-09-25,-17 days,15,0.4107142857142857,0.47058823529411764,t1
477,62700.0,하주석,2018,15,54,12,21,6,1,1,32,8,1,2,3,0,0,10,1,0,0,207,8.0,2018-08-02,2018-09-07,-36 days,15,0.5614035087719298,0.7407407407407407,t2
478,62700.0,하주석,2018,15,53,5,11,1,1,0,14,6,2,1,4,1,0,14,1,0,0,214,0.0,2018-07-12,2018-08-01,-20 days,15,0.3103448275862069,0.3018867924528302,t3
479,62700.0,하주석,2018,13,46,7,9,3,0,0,12,6,1,0,1,0,0,12,1,0,0,183,5.0,2018-06-23,2018-07-11,-18 days,15,0.2765957446808511,0.32608695652173914,t4
480,62700.0,하주석,2018,11,36,6,9,1,0,1,13,6,2,2,4,0,0,9,0,0,0,135,1.0,2018-06-05,2018-06-22,-17 days,15,0.375,0.4166666666666667,t5
481,62700.0,하주석,2018,13,50,6,10,1,0,1,14,2,2,2,2,1,0,13,2,0,0,196,2.0,2018-05-18,2018-06-03,-16 days,15,0.2830188679245283,0.32,t6
482,62700.0,하주석,2018,14,52,5,14,2,0,1,19,5,1,1,5,0,0,15,0,1,0,207,4.0,2018-04-28,2018-05-17,-19 days,15,0.3793103448275862,0.4230769230769231,t7
483,62700.0,하주석,2018,15,61,5,13,2,0,2,21,5,1,0,0,1,0,23,1,0,0,253,4.0,2018-04-07,2018-04-27,-20 days,15,0.2903225806451613,0.4098360655737705,t8
484,62700.0,하주석,2018,10,39,7,10,0,1,1,15,5,0,0,2,1,0,8,0,0,0,154,1.0,2018-03-24,2018-04-04,-11 days,10,0.35714285714285715,0.4358974358974359,t9
485,62700.0,하주석,2020,14,52,7,19,2,0,0,21,5,1,0,4,1,0,18,1,0,0,205,3.0,2020-09-09,2020-09-25,-16 days,15,0.45614035087719296,0.4423076923076923,t0
486,62700.0,하주석,2020,15,55,3,13,2,0,0,15,5,0,0,4,1,0,14,0,1,1,233,5.0,2020-08-20,2020-09-09,-20 days,15,0.32786885245901637,0.3090909090909091,t1
487,62700.0,하주석,2020,15,59,4,14,2,0,2,22,12,0,0,1,0,0,13,1,1,1,229,6.0,2020-07-27,2020-08-19,-23 days,15,0.3114754098360656,0.4406779661016949,t2
488,62700.0,하주석,2020,14,54,6,15,2,0,0,17,3,1,1,3,0,0,13,0,0,0,191,2.0,2020-07-08,2020-07-26,-18 days,15,0.3508771929824561,0.35185185185185186,t3
489,62700.0,하주석,2020,11,42,2,14,3,0,0,17,7,2,0,1,0,0,8,1,0,0,151,2.0,2020-05-05,2020-05-17,-12 days,12,0.4186046511627907,0.47619047619047616,t4
490,62700.0,하주석,2021,15,58,10,20,5,0,2,31,12,6,2,6,1,0,12,2,0,1,267,5.0,2021-08-22,2021-09-08,-17 days,15,0.5230769230769231,0.6551724137931034,t0
491,62700.0,하주석,2021,15,54,5,9,1,0,0,10,4,0,1,6,2,0,10,0,3,1,234,1.0,2021-07-02,2021-08-19,-48 days,15,0.27692307692307694,0.2037037037037037,t1
492,62700.0,하주석,2021,15,53,7,14,3,2,0,21,4,1,0,5,1,0,18,1,0,0,273,8.0,2021-06-15,2021-07-01,-16 days,15,0.423728813559322,0.49056603773584906,t2
493,62700.0,하주석,2021,15,65,5,21,7,0,1,31,4,2,0,5,0,0,16,1,0,0,283,7.0,2021-05-26,2021-06-13,-18 days,15,0.4857142857142857,0.6,t3
494,62700.0,하주석,2021,15,55,6,13,2,0,0,15,1,0,2,6,3,0,19,1,0,0,263,3.0,2021-05-05,2021-05-22,-17 days,15,0.375,0.3090909090909091,t4
495,62700.0,하주석,2021,15,52,17,15,2,1,3,28,17,3,0,11,0,0,8,0,0,0,252,7.0,2021-04-15,2021-05-02,-17 days,15,0.5079365079365079,0.6538461538461539,t5
496,62700.0,하주석,2021,8,35,7,12,3,0,0,15,5,1,0,1,0,0,9,0,0,0,125,3.0,2021-04-04,2021-04-14,-10 days,8,0.4444444444444444,0.5142857142857142,t6
497,62797.0,양성우,2018,9,30,4,7,2,0,1,12,3,1,0,2,0,0,4,1,0,0,112,1.0,2018-09-22,2018-10-22,-30 days,15,0.375,0.5,t0
498,62797.0,양성우,2018,6,31,3,6,0,0,0,6,1,1,0,1,1,0,7,2,0,0,123,0.0,2018-07-05,2018-09-20,-77 days,15,0.24242424242424243,0.1935483870967742,t1
499,62797.0,양성우,2018,12,52,6,9,1,0,0,10,0,0,1,4,0,0,9,2,0,0,239,3.0,2018-05-02,2018-07-04,-63 days,15,0.25,0.21153846153846154,t2
500,62797.0,양성우,2018,15,53,8,14,2,0,1,19,4,0,0,9,2,1,11,1,0,0,284,3.0,2018-04-13,2018-05-01,-18 days,15,0.4461538461538462,0.41509433962264153,t3
501,62797.0,양성우,2018,12,44,11,17,4,0,0,21,5,0,0,6,1,1,1,2,0,1,198,4.0,2018-03-24,2018-04-12,-19 days,15,0.5576923076923077,0.5681818181818182,t4
502,62797.0,양성우,2019,4,24,2,5,1,0,0,6,1,1,0,1,0,0,3,1,0,0,93,0.0,2019-07-13,2019-09-08,-57 days,15,0.28,0.2916666666666667,t0
503,62797.0,양성우,2019,7,30,1,5,0,0,0,5,0,0,0,1,0,0,9,1,0,0,126,1.0,2019-05-24,2019-07-11,-48 days,15,0.1935483870967742,0.16666666666666666,t1
504,62797.0,양성우,2019,10,36,4,5,1,0,1,9,5,0,0,3,0,0,8,0,1,0,146,4.0,2019-04-20,2019-05-22,-32 days,15,0.25,0.3055555555555556,t2
505,62797.0,양성우,2019,7,29,4,5,1,0,0,6,0,0,0,4,0,0,8,0,0,0,139,1.0,2019-03-23,2019-04-19,-27 days,11,0.30303030303030304,0.2413793103448276,t3
506,62802.0,박승욱,2018,6,21,2,7,2,0,0,9,0,0,1,0,0,0,6,0,1,0,92,2.0,2018-09-19,2018-11-12,-54 days,15,0.4090909090909091,0.5238095238095238,t0
507,62802.0,박승욱,2018,3,15,5,3,1,0,0,4,2,2,0,4,1,0,5,0,0,0,98,0.0,2018-08-09,2018-09-18,-40 days,15,0.45,0.3333333333333333,t1
508,62802.0,박승욱,2018,7,21,5,8,1,0,0,9,4,1,0,4,1,0,4,1,1,0,114,1.0,2018-04-15,2018-08-07,-114 days,15,0.5185185185185185,0.47619047619047616,t2
509,62802.0,박승욱,2018,5,19,1,6,1,0,0,7,3,1,0,2,0,0,5,0,1,0,97,3.0,2018-03-27,2018-04-13,-17 days,11,0.4090909090909091,0.42105263157894735,t3
510,62802.0,박승욱,2019,5,29,2,4,0,1,0,6,0,0,0,0,0,0,7,0,1,0,107,2.0,2019-09-06,2019-09-29,-23 days,15,0.16666666666666666,0.2413793103448276,t0
511,62802.0,박승욱,2019,10,44,6,14,1,1,1,20,6,1,1,5,0,0,8,1,2,0,179,4.0,2019-08-17,2019-09-03,-17 days,15,0.43137254901960786,0.5227272727272727,t1
512,62802.0,박승욱,2019,11,39,4,10,0,1,0,12,3,0,0,2,0,0,8,1,3,0,150,3.0,2019-07-28,2019-08-16,-19 days,15,0.29545454545454547,0.3333333333333333,t2
513,62802.0,박승욱,2019,6,29,4,8,1,1,0,11,3,0,0,1,1,0,5,2,0,0,108,3.0,2019-07-02,2019-07-27,-25 days,15,0.3870967741935484,0.4482758620689655,t3
514,62802.0,박승욱,2019,8,32,2,7,0,0,1,10,1,2,0,2,1,0,8,0,0,0,132,1.0,2019-06-12,2019-06-30,-18 days,15,0.3142857142857143,0.34375,t4
515,62802.0,박승욱,2019,7,32,3,8,1,0,0,9,0,1,0,2,0,0,8,1,0,0,130,1.0,2019-05-24,2019-06-11,-18 days,15,0.3235294117647059,0.3125,t5
516,62802.0,박승욱,2019,5,18,3,1,0,0,1,4,2,0,0,2,0,0,6,0,0,0,70,2.0,2019-03-24,2019-05-23,-60 days,11,0.2,0.2777777777777778,t6
517,62802.0,박승욱,2020,4,12,2,5,1,1,0,8,0,0,0,1,0,0,2,0,0,0,50,2.0,2020-10-14,2020-11-13,-30 days,15,0.6153846153846154,0.8333333333333334,t0
518,62802.0,박승욱,2020,1,7,2,2,0,0,0,2,3,1,0,0,0,0,3,0,0,0,19,0.0,2020-09-20,2020-10-13,-23 days,15,0.2857142857142857,0.2857142857142857,t1
519,62802.0,박승욱,2020,3,15,6,5,1,0,0,6,2,0,0,1,1,0,8,0,1,0,75,0.0,2020-09-01,2020-09-19,-18 days,15,0.4444444444444444,0.4666666666666667,t2
520,62802.0,박승욱,2020,12,35,4,10,0,0,1,13,3,2,0,4,1,0,10,0,1,0,156,2.0,2020-08-13,2020-08-30,-17 days,15,0.3902439024390244,0.4,t3
521,62802.0,박승욱,2020,4,12,4,2,1,0,0,3,1,1,0,2,0,0,4,0,0,1,63,1.0,2020-07-15,2020-08-12,-28 days,15,0.35714285714285715,0.3333333333333333,t4
522,62802.0,박승욱,2020,3,17,2,3,0,0,0,3,0,1,1,4,2,0,8,0,0,0,82,0.0,2020-05-21,2020-07-14,-54 days,15,0.391304347826087,0.17647058823529413,t5
523,62802.0,박승욱,2020,1,12,3,2,0,1,0,4,1,0,0,0,0,0,2,1,0,0,44,2.0,2020-05-06,2020-05-20,-14 days,10,0.25,0.4166666666666667,t6
524,62864.0,김민식,2018,12,37,5,9,0,0,1,12,5,0,1,5,0,0,8,1,1,1,157,5.0,2018-09-26,2018-10-16,-20 days,15,0.3488372093023256,0.35135135135135137,t0
525,62864.0,김민식,2018,10,27,9,4,0,1,0,6,1,1,0,6,0,0,4,1,1,0,163,1.0,2018-09-07,2018-09-25,-18 days,15,0.3235294117647059,0.25925925925925924,t1
526,62864.0,김민식,2018,13,41,10,16,3,0,1,22,3,1,1,6,1,0,5,1,2,0,186,4.0,2018-08-01,2018-09-06,-36 days,15,0.54,0.6341463414634146,t2
527,62864.0,김민식,2018,10,30,1,4,0,0,0,4,1,0,0,2,0,0,7,0,0,0,134,1.0,2018-06-27,2018-07-31,-34 days,15,0.1875,0.13333333333333333,t3
528,62864.0,김민식,2018,12,39,8,8,1,1,0,11,4,0,0,4,1,0,10,2,2,0,169,3.0,2018-06-03,2018-06-24,-21 days,15,0.32608695652173914,0.3333333333333333,t4
529,62864.0,김민식,2018,13,42,2,6,2,0,0,8,6,2,0,4,0,0,8,2,0,1,182,4.0,2018-05-13,2018-06-02,-20 days,15,0.2608695652173913,0.23809523809523808,t5
530,62864.0,김민식,2018,13,47,10,13,2,1,3,26,7,1,0,6,0,0,7,1,1,0,218,4.0,2018-04-22,2018-05-11,-19 days,15,0.46296296296296297,0.6808510638297872,t6
531,62864.0,김민식,2018,13,34,5,10,0,0,0,10,9,0,0,5,0,0,9,0,4,0,156,2.0,2018-03-31,2018-04-21,-21 days,15,0.3488372093023256,0.29411764705882354,t7
532,62864.0,김민식,2018,5,15,4,7,1,0,1,11,1,0,0,2,1,0,5,0,0,0,70,3.0,2018-03-24,2018-03-30,-6 days,6,0.6666666666666666,0.8666666666666667,t8
533,62864.0,김민식,2019,11,35,1,3,0,0,0,3,3,0,0,3,2,0,10,1,0,1,189,2.0,2019-08-07,2019-08-29,-22 days,15,0.2,0.08571428571428572,t0
534,62864.0,김민식,2019,7,21,3,4,0,0,0,4,1,1,0,7,1,0,8,0,0,0,120,1.0,2019-05-01,2019-08-06,-97 days,15,0.41379310344827586,0.19047619047619047,t1
535,62864.0,김민식,2019,5,21,1,4,0,0,0,4,1,0,0,0,0,0,8,0,0,0,92,1.0,2019-04-04,2019-04-30,-26 days,15,0.19047619047619047,0.19047619047619047,t2
536,62864.0,김민식,2019,6,19,1,5,2,0,0,7,9,1,0,5,0,0,3,0,0,1,108,1.0,2019-03-24,2019-04-03,-10 days,8,0.5,0.47368421052631576,t3
537,62864.0,김민식,2020,12,47,6,8,1,0,0,9,5,0,0,6,1,0,6,0,3,1,209,6.0,2020-10-09,2020-10-30,-21 days,15,0.2807017543859649,0.2127659574468085,t0
