,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,투구,barrel,start_date,end_date,gap,게임수,장타
1249,37,2,4,0,0,1,7,2,0,0,2,0,0,10,0,0,0,153,2.952206100188851,2021-05-09,2021-05-30,-21 days,14,0.7949612635371297
1250,37,2,3,0,0,0,6,2,0,0,1,0,0,10,0,0,0,156,3.0241800469092843,2021-05-09,2021-05-30,-21 days,14,0.7887018613529241
1251,37,3,4,0,0,0,7,1,0,0,2,0,0,9,0,0,0,155,2.9968419859037403,2021-05-09,2021-05-30,-21 days,14,0.7927193368977028
1252,37,2,3,0,0,0,7,2,0,0,2,0,0,9,0,0,0,153,2.9909064773703746,2021-05-09,2021-05-30,-21 days,14,0.7912446603232346
1253,58,13,21,6,0,2,34,3,0,0,4,0,0,5,3,0,0,253,8.960032774787086,2021-05-09,2021-05-30,-21 days,15,0.7933046189453576
1254,58,14,22,7,0,1,35,3,0,0,4,0,0,6,2,0,0,256,8.992307042427674,2021-05-09,2021-05-30,-21 days,15,0.7925359859956485
1255,59,13,21,6,0,1,35,3,0,0,4,0,0,6,2,0,0,253,9.00710195242987,2021-05-09,2021-05-30,-21 days,15,0.7902659388092996
1256,58,13,21,7,0,2,35,3,0,0,4,1,0,5,2,0,0,252,9.026919335660867,2021-05-09,2021-05-30,-21 days,15,0.7904123061543668
1257,59,13,21,6,0,2,34,4,0,0,5,1,0,6,2,0,0,252,9.099958102419016,2021-05-09,2021-05-30,-21 days,15,0.7909989402148169
1258,58,13,22,7,0,2,34,3,0,0,5,1,0,6,2,0,0,251,8.95487773872195,2021-05-09,2021-05-30,-21 days,14,0.7910507453454864
1259,59,14,21,6,0,2,34,3,0,0,5,1,0,5,3,0,0,251,8.858907672201207,2021-05-09,2021-05-30,-21 days,14,0.7933126191220539
1260,58,6,17,0,1,2,25,14,1,0,6,0,0,16,1,0,2,249,8.054494105398446,2021-05-09,2021-05-30,-21 days,14,0.7913677358703517
1261,58,6,17,0,0,1,26,14,0,0,6,0,0,15,1,0,2,250,7.985105993526713,2021-05-09,2021-05-30,-21 days,14,0.7925256793221795
1262,57,6,17,0,0,2,25,14,1,0,7,0,0,15,0,0,2,247,8.010134163318618,2021-05-09,2021-05-30,-21 days,14,0.7925455305462533
1263,58,6,16,1,1,1,26,15,0,0,6,0,0,15,1,0,2,247,7.953464925577621,2021-05-09,2021-05-30,-21 days,15,0.7916220582718473
1264,57,6,17,1,1,2,26,14,0,0,6,0,0,16,1,0,1,248,8.050066479002846,2021-05-09,2021-05-30,-21 days,15,0.7949152868796874
1265,57,6,17,1,0,1,25,15,0,0,6,0,0,16,1,0,2,247,7.900456336573038,2021-05-09,2021-05-30,-21 days,15,0.7901891978951077
1266,57,7,16,0,0,2,26,15,0,0,6,0,0,15,0,0,2,247,8.044942883964126,2021-05-09,2021-05-30,-21 days,14,0.791686184326963
1267,39,3,5,0,0,0,8,1,0,1,3,0,0,15,0,0,0,186,3.1003205135305896,2021-05-09,2021-05-30,-21 days,13,0.7940975161316517
1268,38,2,4,1,0,1,9,2,0,1,3,1,0,14,0,0,0,188,2.908836598907647,2021-05-09,2021-05-30,-21 days,14,0.7948963859386844
1269,39,3,5,1,0,0,8,1,0,1,3,0,0,15,0,0,0,185,2.923278560493226,2021-05-09,2021-05-30,-21 days,14,0.7952851601145093
1270,38,2,4,1,0,1,9,1,0,0,2,1,0,15,0,0,0,184,2.9946975611756734,2021-05-09,2021-05-30,-21 days,14,0.799480853315472
1271,39,3,5,0,0,1,9,1,0,0,3,0,0,15,0,0,0,182,3.115050266388328,2021-05-09,2021-05-30,-21 days,13,0.7997347164250781
1272,39,3,5,0,0,1,8,1,0,0,3,0,0,15,0,0,0,186,3.0182760550990264,2021-05-09,2021-05-30,-21 days,13,0.8016139904753251
1273,38,2,4,0,0,1,8,1,0,0,3,1,0,15,0,0,0,184,2.9715262146698844,2021-05-09,2021-05-30,-21 days,14,0.7984993231658014
1274,48,6,11,3,0,1,19,4,1,0,4,0,0,13,0,0,0,213,3.7441925317971148,2018-04-04,2018-04-21,-17 days,15,0.7770020533880904
1275,38,3,11,3,0,1,17,2,1,0,2,0,0,11,0,0,0,150,0.986551354751444,2021-05-09,2021-05-30,-21 days,15,0.7984624548349231
1276,51,7,18,4,0,2,29,5,0,0,1,1,0,12,0,0,0,181,2.2817242470031647,2018-04-04,2018-04-21,-17 days,15,0.8449781659388647
1277,39,4,11,2,0,0,17,2,0,0,2,0,0,11,0,0,0,154,1.0045593903696342,2021-05-09,2021-05-30,-21 days,15,0.7993087386138888
1278,49,6,11,3,0,1,19,4,1,0,4,0,0,13,0,0,0,218,3.9518279648855064,2018-04-04,2018-04-21,-17 days,15,0.7770020533880904
1279,38,4,10,3,0,0,17,3,0,0,2,0,0,11,0,0,0,152,0.997140312178368,2021-05-09,2021-05-30,-21 days,15,0.7961060872068257
1280,38,4,11,3,0,0,17,2,1,0,2,0,0,10,0,0,0,149,1.034778687733213,2021-05-09,2021-05-30,-21 days,14,0.7957372134205607
1281,44,6,17,1,0,2,26,10,0,0,3,0,0,5,0,0,0,182,1.9651279407531297,2021-05-09,2021-05-30,-21 days,15,0.7985554632803132
1282,44,5,17,0,0,3,26,9,0,0,3,0,0,5,0,0,0,183,2.0132774648793066,2021-05-09,2021-05-30,-21 days,14,0.7938548266326074
1283,44,6,16,0,0,2,26,10,0,0,4,0,0,4,0,0,0,180,2.0205738064243537,2021-05-09,2021-05-30,-21 days,14,0.7975926897890474
1284,45,6,17,0,0,3,26,10,0,0,4,0,0,5,1,0,0,180,2.0012828230419295,2021-05-09,2021-05-30,-21 days,14,0.7957414760762107
1285,45,6,16,0,0,3,26,10,0,0,3,0,0,5,0,0,0,183,2.039702018264159,2021-05-09,2021-05-30,-21 days,15,0.798927502853345
1286,44,5,17,1,0,2,27,9,0,0,4,0,0,4,1,0,0,180,1.9866859513280768,2021-05-09,2021-05-30,-21 days,15,0.7950960892212178
1287,45,6,17,0,0,3,27,10,0,0,3,0,1,4,1,0,0,183,2.0973401846312854,2021-05-09,2021-05-30,-21 days,15,0.7970840961862626
1288,55,5,13,0,0,2,19,12,1,0,4,2,0,6,1,0,0,232,9.006665828164973,2021-05-09,2021-05-30,-21 days,15,0.7936573947377774
1289,54,4,13,0,0,1,20,12,1,0,5,2,0,7,0,0,1,232,8.966554361184532,2021-05-09,2021-05-30,-21 days,14,0.7970754267834764
1290,54,5,14,0,0,1,20,11,0,0,4,3,0,6,0,0,1,233,9.048503167580124,2021-05-09,2021-05-30,-21 days,14,0.7962970520058099
1291,54,4,14,0,0,2,19,11,0,0,4,2,0,6,1,0,0,229,8.977243322488912,2021-05-09,2021-05-30,-21 days,14,0.793449057653249
1292,55,4,13,0,0,2,19,12,1,0,5,3,0,6,0,0,0,232,9.04295166907048,2021-05-09,2021-05-30,-21 days,14,0.795638347094708
1293,54,5,13,0,0,1,20,11,0,0,4,3,0,7,0,0,1,232,9.074693316114628,2021-05-09,2021-05-30,-21 days,14,0.7957358390492246
1294,55,4,13,0,0,1,20,12,0,0,4,2,0,7,1,0,1,231,8.95987425425838,2021-05-09,2021-05-30,-21 days,15,0.7947485322161885
1295,52,5,16,2,0,3,27,8,0,0,10,0,0,6,0,0,0,266,6.001282022514302,2021-05-09,2021-05-30,-21 days,14,0.7952483824404971
1296,53,4,15,2,0,2,26,7,0,0,10,0,1,5,1,0,0,265,5.983556258178875,2021-05-09,2021-05-30,-21 days,15,0.7965299335074546
1297,53,4,16,1,0,2,27,7,0,0,10,0,0,6,1,0,1,267,5.989511483384966,2021-05-09,2021-05-30,-21 days,15,0.7954907801161804
1298,52,4,16,2,0,3,26,8,0,0,10,0,0,5,0,0,0,266,6.165639508785841,2021-05-09,2021-05-30,-21 days,14,0.7969890875123486
1299,53,5,15,2,0,3,26,8,0,0,9,0,1,6,1,0,0,264,6.003484212768049,2021-05-09,2021-05-30,-21 days,14,0.7933686615566986
1300,53,4,16,2,0,3,26,8,0,0,10,0,1,5,1,0,1,266,6.080337759223516,2021-05-09,2021-05-30,-21 days,14,0.7959383371475739
1301,53,4,15,1,0,3,26,7,0,0,10,0,0,5,1,0,1,262,5.911240643771041,2021-05-09,2021-05-30,-21 days,15,0.7956914865877116
1302,42,13,13,3,0,2,23,8,0,0,13,0,0,14,0,0,1,216,7.984423837641667,2021-05-09,2021-05-30,-21 days,13,0.7968325797101573
1303,41,12,13,4,0,1,23,8,0,1,13,0,0,13,0,0,1,220,8.025591745137204,2021-05-09,2021-05-30,-21 days,12,0.7952601406003416
1304,41,13,14,3,0,1,24,9,0,1,12,0,0,13,0,0,0,219,8.02837385011769,2021-05-09,2021-05-30,-21 days,13,0.7975796932519553
1305,41,13,14,4,0,1,23,9,0,0,13,1,0,13,0,0,0,219,8.062290737082826,2021-05-09,2021-05-30,-21 days,13,0.7962692668902855
1306,42,12,13,3,0,1,24,9,0,0,12,0,1,14,0,0,1,221,8.107306442844889,2021-05-09,2021-05-30,-21 days,12,0.8002722008821105
1307,42,13,14,4,0,1,24,8,0,1,13,1,1,13,0,0,1,220,7.991234403665732,2021-05-09,2021-05-30,-21 days,13,0.7993912544410728
1308,41,12,14,4,0,2,24,9,0,0,12,1,0,13,0,0,0,218,7.9721272873608315,2021-05-09,2021-05-30,-21 days,12,0.7984725687567501
1309,54,8,12,3,0,0,18,6,0,0,9,1,1,17,0,0,1,265,3.0085262649023488,2021-05-09,2021-05-30,-21 days,15,0.8021902014946968
1310,53,8,13,3,0,1,18,6,0,0,8,0,1,17,0,0,0,265,3.0091844010895814,2021-05-09,2021-05-30,-21 days,14,0.8018346770665259
1311,53,8,12,3,0,1,19,5,0,0,9,0,0,16,0,0,0,263,2.961054880756199,2021-05-09,2021-05-30,-21 days,15,0.8035145834124461
1312,53,8,12,2,0,1,19,6,0,0,9,0,1,16,0,0,1,266,2.873300736576182,2021-05-09,2021-05-30,-21 days,15,0.8001414634512236
1313,54,9,13,3,0,0,19,6,1,0,8,0,0,16,0,0,0,265,3.030810080182997,2021-05-09,2021-05-30,-21 days,14,0.8003739754183535
1314,53,8,13,2,0,1,18,6,1,0,9,1,0,17,0,0,0,263,3.108689450983127,2021-05-09,2021-05-30,-21 days,15,0.8026370105316295
1315,54,9,13,2,0,1,19,6,1,0,9,1,0,16,0,0,0,264,2.961123793033748,2021-05-09,2021-05-30,-21 days,15,0.8027431639244933
1316,55,7,16,7,0,1,26,12,1,0,4,0,0,14,3,0,2,233,7.086327928877972,2021-05-09,2021-05-30,-21 days,15,0.8021497944105361
1317,55,7,17,6,0,1,27,13,0,0,3,0,0,13,3,0,1,234,6.965867033675718,2021-05-09,2021-05-30,-21 days,14,0.7994651263334777
1318,55,7,16,7,0,0,27,12,1,0,3,0,0,13,2,0,1,237,7.141926337625794,2021-05-09,2021-05-30,-21 days,15,0.7985800628592061
1319,56,7,17,7,0,1,26,12,0,0,4,0,0,13,3,0,2,236,6.953059394822732,2021-05-09,2021-05-30,-21 days,14,0.8007559631901753
1320,56,6,17,7,0,1,26,13,1,0,4,0,0,14,2,0,2,237,6.966815944292942,2021-05-09,2021-05-30,-21 days,15,0.7964460166156521
1321,56,6,16,6,0,1,26,12,1,0,3,0,0,13,3,0,2,236,7.032072283470834,2021-05-09,2021-05-30,-21 days,15,0.8034642113202223
1322,55,7,17,6,0,1,26,12,1,0,4,0,0,14,2,0,1,236,7.03351431914502,2021-05-09,2021-05-30,-21 days,14,0.7945892825520042
1323,26,4,7,1,0,0,9,0,0,0,0,0,0,3,0,0,0,91,1.0257406297497262,2021-05-09,2021-05-30,-21 days,14,0.802259594446324
1324,25,5,8,1,0,0,8,0,0,0,0,0,0,2,0,0,0,90,1.0316780755293677,2021-05-09,2021-05-30,-21 days,15,0.8014051339191108
1325,26,4,7,0,0,0,8,0,0,0,0,0,0,2,0,1,0,91,0.8425109642407502,2021-05-09,2021-05-30,-21 days,14,0.801663842578318
1326,26,5,8,0,0,0,8,0,0,0,0,0,0,2,0,0,0,94,0.9577537749791448,2021-05-09,2021-05-30,-21 days,14,0.7997043207359578
1327,26,4,7,0,0,0,8,0,0,0,0,0,0,2,0,1,0,94,1.0183981238506883,2021-05-09,2021-05-30,-21 days,15,0.8001970286449441
1328,26,5,7,0,0,0,8,0,0,0,0,0,0,2,0,1,0,93,1.00153235636894,2021-05-09,2021-05-30,-21 days,15,0.8001096704175934
1329,25,5,7,0,0,0,9,0,0,0,0,0,0,3,0,1,0,92,0.9890813841401228,2021-05-09,2021-05-30,-21 days,15,0.8018743890073101
1330,65,8,21,4,0,1,32,9,1,0,3,0,0,9,0,0,0,254,6.948142215976573,2021-05-09,2021-05-30,-21 days,14,0.7988536539753945
1331,64,8,22,5,0,1,32,9,2,0,3,0,0,9,1,0,0,253,7.049476182387594,2021-05-09,2021-05-30,-21 days,14,0.7988407213451775
1332,62,8,19,3,0,2,31,9,1,0,3,0,0,10,0,0,0,262,7.330278071733331,2018-04-21,2018-05-09,-18 days,15,0.7586206896551725
1333,65,7,22,4,0,2,32,9,1,0,2,0,0,8,1,0,0,254,7.113966847194265,2021-05-09,2021-05-30,-21 days,14,0.7960955301549267
1334,64,8,22,5,0,2,32,8,2,0,3,0,0,9,0,0,0,253,6.96268344337251,2021-05-09,2021-05-30,-21 days,15,0.7992844532480424
1335,65,7,22,5,0,2,33,9,1,0,3,0,0,9,1,0,0,256,6.978786221149935,2021-05-09,2021-05-30,-21 days,14,0.8007259395679991
1336,65,8,22,4,0,2,33,9,2,0,2,0,0,8,1,0,0,252,6.9478905047415465,2021-05-09,2021-05-30,-21 days,15,0.8001160475652034
1337,48,7,12,4,0,0,18,4,0,0,4,0,0,15,1,0,0,225,3.959439410873039,2021-05-09,2021-05-30,-21 days,14,0.803914191955475
1338,48,7,11,3,0,0,17,3,0,0,5,0,0,16,2,0,0,222,4.009833807473596,2021-05-09,2021-05-30,-21 days,15,0.8023572294128106
1339,48,6,11,4,0,0,17,4,0,1,5,0,0,16,1,0,0,225,3.9706620923523266,2021-05-09,2021-05-30,-21 days,14,0.796150956633441
1340,47,6,11,3,1,0,18,3,0,0,5,0,0,16,1,0,0,225,4.091450119492037,2021-05-09,2021-05-30,-21 days,14,0.7975098211570445
1341,47,7,11,3,0,0,18,3,0,1,5,0,0,16,2,0,0,225,4.082862853047522,2021-05-09,2021-05-30,-21 days,14,0.8000561608743628
1342,47,7,12,3,0,0,17,3,1,0,5,0,0,16,2,0,0,223,3.9377156748944926,2021-05-09,2021-05-30,-21 days,14,0.7990641169911463
1343,47,6,11,4,1,0,18,3,1,0,5,0,0,16,2,0,0,227,4.059221776921248,2021-05-09,2021-05-30,-21 days,15,0.8015183774598937
1344,54,6,13,0,0,2,21,5,0,0,6,0,0,14,0,0,0,245,10.00377592791961,2021-05-09,2021-05-30,-21 days,14,0.7976918227638219
1345,54,6,14,1,0,1,20,6,0,0,6,0,0,13,0,0,0,246,10.150157696644245,2021-05-09,2021-05-30,-21 days,15,0.8009512226375026
1346,54,5,14,0,0,1,21,6,0,0,6,0,0,14,0,0,0,248,10.04805868032642,2021-05-09,2021-05-30,-21 days,15,0.8017148064546711
1347,53,5,14,0,0,1,21,6,0,0,6,0,0,13,0,0,0,247,9.972039473796608,2021-05-09,2021-05-30,-21 days,14,0.799860400569212
1348,54,5,13,0,0,1,21,6,0,0,6,0,0,14,0,0,0,245,10.027658582799637,2021-05-09,2021-05-30,-21 days,15,0.7980432537745918
1349,53,6,13,0,0,1,20,5,0,0,7,0,0,14,0,0,0,247,9.972428289855536,2021-05-09,2021-05-30,-21 days,15,0.8037870855428384
1350,53,5,14,0,0,1,21,6,0,0,7,0,0,14,0,0,0,247,9.965798523760458,2021-05-09,2021-05-30,-21 days,14,0.8018704254425533
1351,54,11,12,1,0,1,18,7,0,0,14,1,0,9,1,0,0,278,1.971629854772763,2021-05-09,2021-05-30,-21 days,15,0.8004312535348264
1352,53,12,13,1,0,1,17,7,0,0,14,0,0,10,0,0,0,276,2.0881343924073588,2021-05-09,2021-05-30,-21 days,15,0.8021774636527004
1353,53,12,13,2,0,0,18,7,0,0,14,0,0,9,0,0,0,277,2.015272444128502,2021-05-09,2021-05-30,-21 days,14,0.802627030557557
1354,54,11,13,1,0,0,17,6,0,0,14,0,0,10,0,0,0,282,1.9254357968681124,2021-05-09,2021-05-30,-21 days,14,0.80199965780438
1355,53,11,12,2,0,0,17,7,0,0,13,0,0,9,0,0,1,277,2.032287613012072,2021-05-09,2021-05-30,-21 days,15,0.8035645050254425
1356,53,12,13,1,0,1,17,6,0,0,13,1,0,9,1,0,0,280,1.9040027730633535,2021-05-09,2021-05-30,-21 days,14,0.7991374424994306
1357,53,12,12,2,0,0,18,6,0,0,13,0,0,9,0,0,1,278,1.9602411303687923,2021-05-09,2021-05-30,-21 days,14,0.8026164020894786
1358,63,10,24,6,0,1,32,7,3,0,4,0,0,11,3,0,0,257,5.026166935498672,2021-05-09,2021-05-30,-21 days,15,0.7974303858582872
1359,62,10,23,6,0,1,32,7,4,0,3,0,1,11,2,0,0,256,4.952298017812455,2021-05-09,2021-05-30,-21 days,14,0.797069118974216
1360,63,10,23,5,0,0,32,7,4,0,4,0,1,11,2,0,0,257,5.001183769542372,2021-05-09,2021-05-30,-21 days,15,0.8000767724497078
1361,62,10,24,6,0,1,33,7,3,0,4,0,0,10,2,0,0,256,5.017299852579057,2021-05-09,2021-05-30,-21 days,15,0.7996012868728972
1362,63,11,23,6,0,1,32,6,3,0,3,0,1,10,3,0,0,257,5.061392050973367,2021-05-09,2021-05-30,-21 days,15,0.7996490276398106
1363,63,10,23,6,0,1,32,7,3,0,3,0,0,10,3,0,0,255,5.050130072830065,2021-05-09,2021-05-30,-21 days,15,0.7958821716075113
1364,63,11,23,5,0,0,33,7,4,0,4,0,0,10,2,0,0,258,5.05049916036501,2021-05-09,2021-05-30,-21 days,15,0.8037428721788736
1365,4,5,2,0,0,0,2,0,1,1,0,1,0,0,0,0,0,25,0.0,2021-05-09,2021-05-30,-21 days,15,0.7974519609406412
1366,3,5,2,0,0,0,1,0,2,0,0,1,0,0,0,1,0,27,0.0,2021-05-09,2021-05-30,-21 days,15,0.7986056938263204
1367,3,5,1,0,0,0,1,0,2,0,1,1,0,0,0,1,0,27,0.0,2021-05-09,2021-05-30,-21 days,14,0.8024273172900314
1368,3,4,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,24,0.08031611561966379,2021-05-09,2021-05-30,-21 days,15,0.8006444251382443
1369,3,5,2,0,0,0,2,0,2,1,1,0,0,0,0,0,0,25,0.0,2021-05-09,2021-05-30,-21 days,15,0.795629562419638
1370,2,5,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,27,0.07843194779644411,2021-05-09,2021-05-30,-21 days,15,0.7976389002023068
1371,4,5,2,0,0,0,2,0,1,1,0,0,0,0,0,1,0,23,0.0,2021-05-09,2021-05-30,-21 days,15,0.7992150393472576
1372,39,4,9,3,0,1,16,3,0,0,3,0,0,6,0,0,0,172,2.1046938122386134,2021-05-09,2021-05-30,-21 days,14,0.8004145830872244
1373,40,4,9,3,0,1,15,3,0,0,3,0,0,6,0,0,0,175,1.8571990375138643,2021-05-09,2021-05-30,-21 days,14,0.7992158835225639
1374,39,4,10,3,0,0,15,3,0,0,2,0,0,6,1,0,0,175,2.0304336862518504,2021-05-09,2021-05-30,-21 days,14,0.7998569604274586
1375,40,3,10,2,0,0,15,3,0,0,2,0,0,7,1,1,0,174,2.2064924535380057,2021-05-09,2021-05-30,-21 days,15,0.7988871241472415
1376,39,4,9,3,0,1,16,3,0,0,2,0,0,7,1,0,0,175,2.0336684444684483,2021-05-09,2021-05-30,-21 days,14,0.8012606122913997
1377,39,4,9,2,0,1,15,3,0,0,2,0,0,6,1,1,0,174,1.9817042024823481,2021-05-09,2021-05-30,-21 days,15,0.8005228977629656
1378,40,4,9,3,0,0,15,3,0,0,3,0,0,7,0,0,0,176,1.9623627826328653,2021-05-09,2021-05-30,-21 days,14,0.8026289170277762
1379,53,7,21,8,0,2,36,14,0,0,6,1,1,6,0,0,2,213,6.034603479451044,2021-05-09,2021-05-30,-21 days,14,0.8032848162161081
1380,55,8,21,7,0,2,34,13,0,1,5,1,0,8,1,0,1,224,4.841413019952553,2018-05-15,2018-06-01,-17 days,15,0.8667772249861802
1381,53,7,20,8,0,2,36,15,0,1,5,0,0,6,0,0,1,213,6.003868051149525,2021-05-09,2021-05-30,-21 days,15,0.8058236834455174
1382,53,8,20,9,0,2,36,15,0,0,6,1,1,7,1,0,2,215,5.909662040191632,2021-05-09,2021-05-30,-21 days,15,0.7992600138909555
1383,53,7,21,8,0,2,35,14,0,1,6,1,0,6,0,0,1,216,6.02517735311652,2021-05-09,2021-05-30,-21 days,15,0.8017574428403473
1384,53,8,20,9,0,1,36,14,0,1,5,0,0,7,0,0,1,214,6.0124250888973725,2021-05-09,2021-05-30,-21 days,14,0.8021011390237948
1385,53,7,20,8,0,2,35,15,0,1,6,1,1,6,0,0,1,214,5.997228561243691,2021-05-09,2021-05-30,-21 days,15,0.8064765441070124
1386,46,7,9,2,0,1,14,4,1,0,0,0,0,7,1,0,1,159,1.0769372367493502,2021-05-09,2021-05-30,-21 days,14,0.8053994226761149
1387,45,8,9,3,0,0,14,3,0,0,0,0,0,7,2,0,1,159,0.9119421589919323,2021-05-09,2021-05-30,-21 days,15,0.8016859818409243
1388,46,8,9,3,0,1,14,4,0,0,0,0,0,7,1,0,1,158,0.8765247189072307,2021-05-09,2021-05-30,-21 days,14,0.8002293540082666
1389,45,8,9,3,0,1,14,3,0,0,0,0,0,7,1,0,0,158,1.033389021371244,2021-05-09,2021-05-30,-21 days,15,0.8033064112712907
1390,46,7,8,3,0,0,14,4,1,0,0,0,0,8,1,0,1,163,1.0049348038537476,2021-05-09,2021-05-30,-21 days,15,0.8038370751049722
1391,45,8,9,2,0,1,15,4,0,0,0,0,0,7,1,0,1,160,1.1014601887838988,2021-05-09,2021-05-30,-21 days,14,0.8015340627729546
1392,45,8,9,3,0,1,15,3,1,0,0,0,0,8,2,0,0,161,1.1434490190768711,2021-05-09,2021-05-30,-21 days,14,0.8016242279001571
1393,55,12,19,2,0,4,35,10,0,0,9,1,0,17,0,0,2,256,3.9978901810858853,2021-05-09,2021-05-30,-21 days,15,0.7998606807063597
1394,55,12,18,2,0,5,35,10,0,0,8,0,0,17,0,0,2,258,3.9186392054212567,2021-05-09,2021-05-30,-21 days,14,0.8069888951635189
1395,55,11,18,1,0,5,35,10,0,0,8,0,0,17,0,0,2,257,3.957968443237454,2021-05-09,2021-05-30,-21 days,14,0.8015326239805877
1396,55,12,18,1,0,5,35,11,0,0,9,1,0,18,0,0,2,262,4.014509479948986,2021-05-09,2021-05-30,-21 days,15,0.8026045885290398
1397,55,11,19,1,0,5,36,10,0,0,8,0,0,18,0,0,1,261,3.9149012350521923,2021-05-09,2021-05-30,-21 days,15,0.8030643225905191
1398,55,11,19,2,0,4,36,10,0,0,9,0,0,17,0,0,2,256,3.999857411196147,2021-05-09,2021-05-30,-21 days,15,0.7990327578498434
1399,54,11,18,2,0,5,35,10,0,0,8,0,0,18,0,0,1,257,3.908762541996543,2021-05-09,2021-05-30,-21 days,14,0.8043863997861375
1400,16,3,5,1,0,0,8,2,0,0,1,0,0,5,0,0,0,66,3.998056024706611,2021-05-09,2021-05-30,-21 days,3,0.806505444727033
1401,16,3,5,1,0,0,8,1,0,0,0,0,0,5,0,0,0,63,4.0025745767490495,2021-05-09,2021-05-30,-21 days,3,0.8001256142596047
1402,16,3,6,2,0,0,7,2,0,0,1,0,0,6,0,0,0,66,4.020220031536027,2021-05-09,2021-05-30,-21 days,3,0.8034765037362752
1403,16,3,5,2,0,0,7,1,0,0,0,0,0,5,0,0,0,65,4.021354530900525,2021-05-09,2021-05-30,-21 days,4,0.8007176838592576
1404,16,4,6,1,0,0,7,2,0,0,1,0,0,6,0,0,0,63,3.9772675812203206,2021-05-09,2021-05-30,-21 days,3,0.8020128163996454
1405,16,4,5,1,0,0,7,1,0,0,0,0,0,5,0,0,0,63,3.8766909195613968,2021-05-09,2021-05-30,-21 days,3,0.7990568844954676
1406,15,3,6,2,0,0,7,1,0,0,1,0,0,6,0,0,0,66,4.011451499781998,2021-05-09,2021-05-30,-21 days,3,0.800395960037931
1407,56,6,19,7,0,0,26,11,0,0,6,0,0,6,2,0,0,245,5.144929006614866,2021-05-09,2021-05-30,-21 days,15,0.8036143537771552
1408,56,6,18,7,0,0,25,12,0,0,6,0,0,7,2,0,0,246,5.031787705264514,2021-05-09,2021-05-30,-21 days,15,0.8044967771713026
1409,57,6,18,6,0,0,26,11,0,0,5,0,0,6,3,0,0,244,4.909590333511103,2021-05-09,2021-05-30,-21 days,15,0.8014017224389468
1410,57,7,18,7,0,0,26,12,0,0,6,1,0,7,2,0,0,244,4.935814394032604,2021-05-09,2021-05-30,-21 days,15,0.8085165349718606
1411,57,7,18,6,0,0,25,11,0,0,5,0,0,7,2,0,0,242,4.963933859264748,2021-05-09,2021-05-30,-21 days,14,0.8022129060116976
1412,57,7,19,7,0,0,26,12,0,0,5,1,0,7,2,0,0,243,4.993731851984558,2021-05-09,2021-05-30,-21 days,14,0.8041960899862365
1413,57,6,18,7,0,0,25,12,0,0,6,1,0,6,2,0,0,242,4.99831374843296,2021-05-09,2021-05-30,-21 days,15,0.7995817379381617
1414,50,9,19,6,0,1,30,13,2,0,5,0,2,6,0,0,0,205,0.9151462341686976,2021-05-09,2021-05-30,-21 days,15,0.8033803877196104
1415,49,8,19,5,0,1,30,14,2,0,5,0,2,6,0,0,0,201,0.9686531387348754,2021-05-09,2021-05-30,-21 days,15,0.8047343807964111
1416,49,9,18,5,0,2,31,14,3,0,5,0,3,7,1,0,0,203,0.9733632731766795,2021-05-09,2021-05-30,-21 days,14,0.8030357861829363
1417,50,9,19,6,0,1,30,13,2,1,4,0,3,6,1,0,0,203,0.9246057957944012,2021-05-09,2021-05-30,-21 days,15,0.8040580840033833
1418,49,8,19,6,0,1,31,14,2,0,5,0,2,7,0,0,0,202,1.114984275520541,2021-05-09,2021-05-30,-21 days,15,0.8067184022345419
1419,49,9,18,5,0,1,31,14,2,0,4,0,2,7,0,0,0,204,1.0535873761825056,2021-05-09,2021-05-30,-21 days,14,0.8040125060653438
1420,50,8,19,6,0,2,31,14,2,1,4,0,3,7,0,0,0,203,1.005795476004378,2021-05-09,2021-05-30,-21 days,14,0.80049426365169
1421,45,10,13,4,0,1,20,10,0,2,13,2,0,4,0,0,0,259,5.042480783887928,2021-05-09,2021-05-30,-21 days,14,0.8024476865419192
1422,45,11,12,4,0,1,21,9,1,2,13,2,0,4,0,0,0,261,4.967510179397606,2021-05-09,2021-05-30,-21 days,15,0.8039670738075768
1423,44,11,12,5,0,1,21,10,0,1,13,2,0,5,0,0,0,260,4.967858806582256,2021-05-09,2021-05-30,-21 days,15,0.8016922221759487
1424,44,11,13,5,0,0,20,9,1,1,13,1,0,5,0,0,0,258,5.039149287480489,2021-05-09,2021-05-30,-21 days,14,0.8058097293698975
1425,45,10,13,5,0,1,20,9,1,1,12,2,0,5,0,0,0,259,4.9283189675597665,2021-05-09,2021-05-30,-21 days,15,0.800038836507926
1426,45,10,12,4,0,0,20,9,0,1,12,1,0,4,0,0,0,261,4.973105760920319,2021-05-09,2021-05-30,-21 days,15,0.8073174416349106
1427,45,11,12,5,0,0,20,9,0,1,12,2,0,5,0,0,0,258,5.102516627975948,2021-05-09,2021-05-30,-21 days,14,0.8012027649004266
1428,40,3,11,5,0,2,21,5,0,0,2,1,0,12,1,0,0,172,2.9413498033698215,2021-05-09,2021-05-30,-21 days,14,0.804320175013547
