Index_ts,이름,year,안타,2타,3타,홈런,사구,볼넷,고4,병살,삼진,희타,타수,도루,투구,num_game,on_base,slg
t4,최재훈,2021,9,2,0,0,1,12,1,1,14,0,63,0,325,20,0.3246753246753247,0.20634920634920634
t1,박건우,2021,28,6,0,1,1,7,0,4,12,0,76,2,322,20,0.5119047619047619,0.5789473684210527
t2,박건우,2021,27,4,0,1,2,10,0,3,12,0,74,2,329,20,0.5116279069767442,0.527027027027027
t3,박건우,2021,19,7,0,0,1,10,1,1,14,0,72,3,312,20,0.4523809523809524,0.4583333333333333
t4,박건우,2021,21,5,0,0,1,7,0,4,8,0,69,1,282,20,0.44155844155844154,0.4492753623188406
t1,오태곤,2021,9,2,0,0,1,3,0,1,6,0,30,0,132,20,0.4411764705882353,0.43333333333333335
t2,오태곤,2021,8,0,0,0,0,3,0,0,9,0,33,4,143,20,0.3055555555555556,0.24242424242424243
t3,오태곤,2021,7,1,0,1,0,1,0,2,8,0,32,0,127,20,0.30303030303030304,0.40625
t4,오태곤,2021,11,2,0,4,0,2,0,1,11,0,40,1,148,20,0.4523809523809524,0.775
t1,김강민,2021,14,3,0,5,0,5,0,1,10,2,44,1,197,20,0.5294117647058824,0.9090909090909091
t2,김강민,2021,10,1,0,0,1,1,0,1,14,1,53,1,197,20,0.23214285714285715,0.22641509433962265
t3,김강민,2021,6,0,0,1,1,9,1,0,6,0,36,0,192,20,0.3829787234042553,0.2777777777777778
t4,김강민,2021,11,3,1,2,3,3,0,0,5,0,35,0,182,20,0.5609756097560976,0.8
t1,장성우,2021,10,0,0,1,1,10,1,3,14,0,60,0,295,20,0.3194444444444444,0.23333333333333334
t2,장성우,2021,18,4,0,2,2,12,0,6,8,3,66,0,302,20,0.4578313253012048,0.5151515151515151
t3,장성우,2021,14,2,0,6,0,6,0,1,8,2,55,0,240,20,0.4444444444444444,0.7636363636363637
t4,장성우,2021,13,2,0,2,0,8,2,1,12,1,61,0,284,20,0.375,0.4098360655737705
t1,노시환,2021,18,1,0,4,0,15,2,4,16,0,68,1,336,20,0.47058823529411764,0.5294117647058824
t2,노시환,2021,27,7,0,4,0,11,1,2,20,0,77,2,366,20,0.5617977528089888,0.7402597402597403
t3,노시환,2021,11,3,0,0,0,16,0,1,24,0,64,0,366,20,0.375,0.265625
t4,노시환,2021,18,1,0,5,0,8,2,3,25,0,75,1,317,20,0.4,0.5333333333333333
t1,한동희,2021,9,2,0,2,1,11,1,1,15,0,59,0,286,20,0.3611111111111111,0.3559322033898305
t2,한동희,2021,18,4,0,3,0,14,0,6,15,0,70,0,389,20,0.4642857142857143,0.5428571428571428
t3,한동희,2021,15,1,0,2,0,8,0,2,13,0,62,0,262,20,0.37142857142857144,0.4032258064516129
t4,한동희,2021,16,3,0,3,1,10,0,4,22,1,63,0,322,19,0.44,0.5396825396825397
t1,박병호,2021,14,1,0,6,4,12,1,0,17,0,61,0,317,20,0.48717948717948717,0.6557377049180327
t2,박병호,2021,17,2,0,4,4,8,0,2,29,0,80,0,375,20,0.3804347826086957,0.4625
t3,박병호,2021,13,6,0,2,3,8,1,4,23,0,64,0,324,20,0.4342105263157895,0.515625
t4,박병호,2021,13,6,0,1,3,9,0,0,20,0,68,0,319,19,0.4,0.4264705882352941
t1,오재일,2021,21,1,0,5,0,15,3,1,16,0,62,0,321,20,0.5625,0.6935483870967742
t2,오재일,2021,20,2,0,4,0,14,1,0,20,0,67,0,348,20,0.5,0.5970149253731343
t3,오재일,2021,13,3,0,1,0,8,2,0,24,0,74,0,295,20,0.32142857142857145,0.3108108108108108
t4,오재일,2021,18,6,0,4,0,4,0,2,15,0,64,0,248,17,0.47058823529411764,0.71875
t1,이지영,2021,8,0,0,0,1,3,0,1,4,1,46,0,201,20,0.23529411764705882,0.17391304347826086
t2,이지영,2021,12,0,1,0,0,2,1,1,2,0,39,0,124,20,0.38095238095238093,0.38461538461538464
t3,이지영,2021,14,0,0,0,0,3,0,2,4,1,43,2,168,20,0.3617021276595745,0.32558139534883723
t4,이지영,2021,9,2,0,0,0,1,0,3,3,0,33,0,105,17,0.35294117647058826,0.3939393939393939
t1,김헌곤,2021,21,2,1,0,1,6,0,2,8,0,57,2,275,20,0.484375,0.49122807017543857
t2,김헌곤,2021,15,2,0,2,2,5,0,1,6,1,43,1,231,20,0.5098039215686274,0.627906976744186
t3,김헌곤,2021,16,2,0,0,0,11,0,2,7,1,54,0,259,20,0.4393939393939394,0.37037037037037035
t4,김헌곤,2021,11,0,0,1,1,1,0,1,3,0,42,0,167,16,0.3181818181818182,0.35714285714285715
t1,박준영,2021,10,1,0,0,6,6,0,1,17,0,44,1,228,20,0.4107142857142857,0.2727272727272727
t2,박준영,2021,15,3,0,2,1,3,0,0,20,0,53,1,248,20,0.42105263157894735,0.5471698113207547
t3,박준영,2021,8,1,0,2,2,4,0,4,17,1,46,2,211,20,0.32075471698113206,0.391304347826087
t4,박준영,2021,8,0,1,2,0,4,0,1,12,1,35,0,173,14,0.375,0.5428571428571428
t1,이재원,2021,16,5,0,0,0,10,1,2,13,2,53,0,277,20,0.48484848484848486,0.49056603773584906
t2,이재원,2021,11,3,0,0,1,2,1,0,6,1,50,0,207,20,0.32727272727272727,0.34
t3,이재원,2021,19,2,0,3,1,5,0,2,5,0,52,0,211,20,0.5172413793103449,0.6730769230769231
t4,이재원,2021,13,3,0,0,0,3,0,3,6,0,42,0,159,14,0.4222222222222222,0.4523809523809524
t1,조수행,2021,2,1,0,0,0,2,0,1,4,1,8,1,39,20,0.45454545454545453,0.5
t2,조수행,2021,5,0,0,0,1,8,0,0,5,0,20,4,127,20,0.4827586206896552,0.25
t3,조수행,2021,6,0,0,0,1,1,0,0,5,0,19,3,92,20,0.38095238095238093,0.3157894736842105
t4,조수행,2021,5,1,1,0,0,2,0,0,6,0,19,1,79,12,0.42857142857142855,0.5263157894736842
t1,김민성,2021,10,1,0,2,0,9,0,1,11,2,61,0,308,20,0.3055555555555556,0.32786885245901637
t2,김민성,2021,10,2,0,2,1,9,0,0,13,1,57,1,297,20,0.35294117647058826,0.38596491228070173
t3,김민성,2021,15,5,0,1,2,9,1,2,14,3,65,1,330,20,0.4125,0.4461538461538462
t4,김민성,2021,9,3,0,0,2,2,0,2,4,0,39,0,178,12,0.37209302325581395,0.38461538461538464
t1,강진성,2021,24,4,0,2,3,8,1,2,11,0,70,0,312,20,0.5121951219512195,0.5714285714285714
t2,강진성,2021,17,5,0,1,4,7,0,4,17,0,68,2,297,20,0.43037974683544306,0.45588235294117646
t3,강진성,2021,18,6,0,2,2,4,0,2,10,0,62,1,248,20,0.47058823529411764,0.6129032258064516
t4,강진성,2021,7,1,0,0,1,2,0,1,4,1,39,3,162,12,0.2558139534883721,0.23076923076923078
t1,안치홍,2021,25,7,0,0,0,5,0,3,11,0,72,2,306,20,0.4805194805194805,0.5416666666666666
t2,안치홍,2021,24,6,0,3,0,9,0,2,12,1,84,1,405,20,0.44680851063829785,0.5714285714285714
t3,안치홍,2021,21,4,2,3,0,11,0,1,9,0,71,0,330,20,0.5,0.6619718309859155
t4,안치홍,2021,13,1,0,0,0,9,1,0,8,2,43,0,209,11,0.43636363636363634,0.3488372093023256
t1,최주환,2021,14,1,0,7,4,8,2,1,11,0,60,1,320,20,0.4864864864864865,0.7333333333333333
t2,최주환,2021,25,6,0,3,1,8,0,1,16,0,70,1,370,20,0.5443037974683544,0.7
t3,최주환,2021,12,0,0,3,3,9,1,1,12,0,65,0,329,20,0.358974358974359,0.36923076923076925
t4,최주환,2021,12,2,0,2,0,2,0,0,6,0,38,0,168,10,0.45,0.631578947368421
t1,이창진,2021,6,1,0,0,1,3,0,0,9,1,42,0,191,20,0.23404255319148937,0.19047619047619047
t2,이창진,2021,11,3,0,0,0,11,0,3,10,0,52,2,265,20,0.3968253968253968,0.3269230769230769
t3,이창진,2021,13,0,1,1,0,5,0,3,11,0,52,1,241,20,0.3508771929824561,0.38461538461538464
t4,이창진,2021,7,2,0,0,0,5,0,0,4,1,28,1,148,10,0.4117647058823529,0.39285714285714285
t1,정주현,2021,10,1,1,1,0,5,0,1,8,2,47,0,194,20,0.3333333333333333,0.40425531914893614
t2,정주현,2021,17,3,0,2,0,6,0,2,11,2,54,2,251,20,0.45161290322580644,0.5740740740740741
t3,정주현,2021,10,1,0,0,0,6,0,1,9,3,50,1,224,20,0.288135593220339,0.24
t4,정주현,2021,4,1,0,0,0,6,0,0,4,0,26,0,116,10,0.34375,0.23076923076923078
t1,유한준,2021,20,2,0,1,1,6,3,1,6,0,53,0,239,20,0.5238095238095238,0.5283018867924528
t2,유한준,2021,18,4,0,0,1,8,0,2,5,0,49,0,222,20,0.5344827586206896,0.5306122448979592
t3,유한준,2021,8,3,0,0,3,10,1,2,7,0,50,0,264,20,0.390625,0.28
t4,유한준,2021,7,0,0,0,1,3,0,2,1,0,23,1,92,10,0.4074074074074074,0.30434782608695654
t1,김태진,2021,22,4,0,0,0,6,0,1,19,1,80,3,338,20,0.367816091954023,0.375
t2,김태진,2021,20,4,1,0,0,9,1,4,9,2,75,0,294,20,0.40229885057471265,0.41333333333333333
t3,김태진,2021,24,1,2,0,0,5,0,0,13,1,80,2,319,20,0.37209302325581395,0.4
t4,김태진,2021,9,0,0,0,0,0,0,1,4,1,35,1,122,9,0.25,0.2571428571428571
t1,송우현,2021,23,5,1,2,0,9,0,0,9,0,70,0,283,20,0.5063291139240507,0.6285714285714286
t2,송우현,2021,19,5,0,0,2,8,1,3,18,0,79,0,343,20,0.3888888888888889,0.3670886075949367
t3,송우현,2021,21,4,0,0,0,9,0,1,15,1,68,1,298,20,0.4358974358974359,0.4264705882352941
t4,송우현,2021,11,3,1,1,0,2,0,0,7,0,33,0,122,9,0.5142857142857142,0.7272727272727273
t1,장승현,2021,4,2,0,0,3,4,0,1,16,1,38,0,170,20,0.2826086956521739,0.21052631578947367
t2,장승현,2021,16,1,0,1,1,7,0,0,9,2,54,0,246,20,0.40625,0.4074074074074074
t3,장승현,2021,10,3,0,1,3,2,0,0,14,1,41,0,171,20,0.40425531914893614,0.4878048780487805
t4,장승현,2021,6,1,0,0,0,1,0,0,4,0,23,0,97,9,0.3333333333333333,0.34782608695652173
t1,이천웅,2021,5,0,0,0,2,3,0,4,4,1,52,2,213,20,0.1724137931034483,0.09615384615384616
t2,이천웅,2021,7,1,0,1,0,9,0,3,6,0,44,1,210,20,0.33962264150943394,0.29545454545454547
t3,이천웅,2021,20,4,0,1,1,11,0,3,12,0,66,0,315,20,0.47435897435897434,0.48484848484848486
t4,이천웅,2021,4,2,0,0,0,2,0,1,1,0,19,0,83,8,0.38095238095238093,0.42105263157894735
t1,박계범,2021,15,3,0,2,1,8,0,1,11,0,50,0,238,20,0.4915254237288136,0.58
t2,박계범,2021,16,3,0,2,2,6,0,0,16,0,57,0,277,20,0.4461538461538462,0.5263157894736842
t3,박계범,2021,16,2,0,0,1,4,0,0,10,0,45,0,222,20,0.46,0.4444444444444444
t4,박계범,2021,3,1,0,0,0,1,0,1,5,1,20,0,87,8,0.22727272727272727,0.25
t1,황재균,2021,20,4,0,3,1,6,0,2,20,0,74,4,332,20,0.41975308641975306,0.5405405405405406
t2,황재균,2021,28,2,0,2,0,11,0,2,21,0,80,3,389,20,0.4725274725274725,0.5
t3,황재균,2021,30,4,1,4,1,6,0,3,7,0,79,2,347,20,0.5348837209302325,0.7215189873417721
t4,황재균,2021,8,0,0,0,0,5,0,0,5,0,30,0,159,8,0.37142857142857144,0.26666666666666666
t1,김용의,2021,1,0,0,0,0,2,0,0,0,0,8,2,34,20,0.3,0.125
t2,김용의,2021,0,0,0,0,0,2,0,0,2,2,3,1,30,20,0.2857142857142857,0.0
t3,김용의,2021,2,2,0,0,0,1,0,1,1,2,9,1,35,20,0.4166666666666667,0.6666666666666666
t4,김용의,2021,1,0,0,0,0,2,0,0,1,0,4,0,25,7,0.5,0.25
t1,힐리,2021,20,3,0,5,1,5,0,1,14,0,72,0,294,20,0.4358974358974359,0.6388888888888888
t2,힐리,2021,17,3,1,2,1,4,0,2,20,0,77,0,303,20,0.34146341463414637,0.44155844155844154
t3,힐리,2021,19,3,0,0,0,7,0,0,20,0,73,2,340,20,0.3625,0.3424657534246575
t4,힐리,2021,8,2,0,0,0,0,0,3,4,0,27,0,102,7,0.37037037037037035,0.4444444444444444
t1,장운호,2021,15,3,0,0,3,11,0,1,19,1,63,0,310,20,0.41025641025641024,0.3333333333333333
t2,장운호,2021,10,2,0,0,3,4,0,1,18,0,55,2,236,20,0.3064516129032258,0.2545454545454545
t3,장운호,2021,15,2,0,0,0,6,0,3,9,3,48,0,208,20,0.40350877192982454,0.3958333333333333
t4,장운호,2021,10,2,0,0,0,0,0,0,6,0,26,0,78,6,0.46153846153846156,0.5384615384615384
t1,김태군,2021,11,1,0,2,4,4,0,1,9,4,54,0,247,20,0.3333333333333333,0.3888888888888889
t2,김태군,2021,13,4,0,1,1,6,0,2,6,2,49,0,218,20,0.43103448275862066,0.5102040816326531
t3,김태군,2021,11,0,0,1,0,4,0,0,5,1,46,0,193,20,0.3137254901960784,0.32608695652173914
t4,김태군,2021,3,0,0,1,2,2,0,0,1,0,14,0,55,6,0.4444444444444444,0.5
t1,노진혁,2021,22,5,0,0,0,11,0,1,15,1,52,0,280,20,0.59375,0.6153846153846154
t2,노진혁,2021,17,3,0,3,2,7,0,0,20,1,68,1,309,20,0.41025641025641024,0.5147058823529411
t3,노진혁,2021,24,4,0,3,1,9,0,0,19,0,69,0,323,20,0.5189873417721519,0.6376811594202898
t4,노진혁,2021,4,0,0,0,0,3,0,1,4,1,18,0,98,6,0.3181818181818182,0.2222222222222222
t1,안재석,2021,15,4,0,1,2,1,0,0,11,0,47,0,174,20,0.46,0.574468085106383
t2,안재석,2021,10,0,1,0,1,3,0,3,10,0,41,0,177,20,0.3333333333333333,0.3170731707317073
t3,안재석,2021,10,1,1,1,0,3,0,0,17,0,49,1,226,20,0.3076923076923077,0.3877551020408163
t4,안재석,2021,4,1,0,0,1,0,0,1,3,0,12,0,54,6,0.46153846153846156,0.5
t1,강승호,2021,13,4,0,2,0,4,1,2,13,1,60,0,243,20,0.36363636363636365,0.48333333333333334
t2,강승호,2021,8,1,1,0,3,4,0,1,15,3,47,0,228,20,0.2982456140350877,0.2765957446808511
t3,강승호,2021,16,4,0,1,1,3,0,3,17,1,67,5,279,20,0.3472222222222222,0.417910447761194
t4,강승호,2021,5,0,0,2,0,3,0,0,2,1,14,1,71,5,0.5555555555555556,0.9285714285714286
t1,김민식,2021,7,2,0,0,0,8,0,1,10,2,47,0,248,20,0.2982456140350877,0.23404255319148937
t2,김민식,2021,15,3,0,2,0,7,0,0,7,0,50,0,224,20,0.47368421052631576,0.58
t3,김민식,2021,7,2,0,1,0,13,1,1,13,1,41,0,257,20,0.42857142857142855,0.36585365853658536
t4,김민식,2021,6,0,0,0,0,4,0,0,2,0,15,0,91,5,0.5263157894736842,0.4
t1,이대호,2021,21,0,0,6,2,6,0,4,13,0,74,0,306,20,0.4268292682926829,0.6081081081081081
t2,이대호,2021,29,3,0,7,0,7,0,1,9,0,81,0,338,20,0.5227272727272727,0.7777777777777778
t3,이대호,2021,21,2,0,2,0,6,2,4,8,0,75,0,297,20,0.39759036144578314,0.44
t4,이대호,2021,5,0,0,0,1,2,0,1,1,0,21,0,83,5,0.3333333333333333,0.23809523809523808
t1,이형종,2021,20,4,0,3,2,11,0,2,13,1,59,0,316,20,0.547945205479452,0.6779661016949152
t2,이형종,2021,12,4,0,2,1,5,0,4,18,0,67,3,282,20,0.3287671232876712,0.417910447761194
t3,이형종,2021,15,3,0,4,1,11,0,1,14,0,57,0,298,20,0.4927536231884058,0.6491228070175439
t4,이형종,2021,1,0,0,0,0,3,1,0,3,0,10,0,49,4,0.35714285714285715,0.1
t1,이흥련,2021,6,1,0,0,1,4,0,1,6,1,32,0,145,20,0.3157894736842105,0.25
t2,이흥련,2021,10,0,0,1,1,3,0,2,10,0,36,0,141,20,0.375,0.3888888888888889
t3,이흥련,2021,7,1,0,1,2,4,0,0,7,1,29,0,140,20,0.4166666666666667,0.4482758620689655
t4,이흥련,2021,1,0,0,0,0,0,0,0,2,0,4,0,12,3,0.25,0.25
t1,김웅빈,2021,10,2,0,0,0,9,0,0,11,0,45,0,238,20,0.3888888888888889,0.3111111111111111
t2,김웅빈,2021,10,3,0,0,3,9,1,1,18,1,61,1,313,20,0.3466666666666667,0.26229508196721313
t3,김웅빈,2021,18,3,0,4,3,6,0,1,26,0,66,0,318,20,0.4533333333333333,0.6060606060606061
t4,김웅빈,2021,4,3,0,0,1,2,0,0,0,0,9,0,48,3,0.8333333333333334,1.1111111111111112
t1,정의윤,2021,8,1,0,1,0,1,1,0,7,0,46,0,180,20,0.25,0.30434782608695654
t2,정의윤,2021,10,0,0,3,0,6,0,2,18,0,56,0,262,20,0.3064516129032258,0.39285714285714285
t3,정의윤,2021,20,1,0,3,0,4,0,3,11,0,60,0,269,20,0.4375,0.5666666666666667
t4,정의윤,2021,0,0,0,0,0,0,0,0,1,0,3,0,16,2,0.0,0.0
t1,문보경,2021,17,2,0,4,0,9,0,3,11,1,66,2,334,20,0.42105263157894735,0.5606060606060606
t2,문보경,2021,13,3,0,2,0,15,0,0,13,0,51,0,280,20,0.5,0.5294117647058824
t3,문보경,2021,12,3,1,2,0,12,0,0,14,0,60,0,322,20,0.4166666666666667,0.48333333333333334
t4,문보경,2021,3,1,0,0,0,1,0,1,1,0,8,0,45,2,0.5555555555555556,0.625
t1,고종욱,2021,15,2,0,1,0,3,0,4,9,0,50,0,202,20,0.39622641509433965,0.46
t2,고종욱,2021,14,1,0,0,0,4,0,1,7,0,42,1,187,20,0.41304347826086957,0.38095238095238093
t3,고종욱,2021,11,2,0,0,0,4,0,1,6,0,41,0,175,20,0.37777777777777777,0.36585365853658536
t1,채은성,2021,26,9,0,5,2,7,0,2,15,0,75,3,332,20,0.5833333333333334,0.8533333333333334
t2,채은성,2021,24,1,0,5,3,7,0,1,13,0,70,0,308,20,0.5,0.6571428571428571
t3,채은성,2021,20,3,0,2,1,8,0,1,12,0,76,0,328,20,0.4,0.4473684210526316
t1,알몬테,2021,15,1,0,2,0,10,0,2,18,0,66,0,310,20,0.3684210526315789,0.3787878787878788
t2,알몬테,2021,22,5,0,2,1,7,0,3,17,0,80,1,386,20,0.42045454545454547,0.5
t3,알몬테,2021,24,3,0,3,0,5,0,4,15,0,79,0,285,20,0.4166666666666667,0.5316455696202531
t1,권동진,2021,5,1,0,0,0,4,0,0,7,1,18,0,98,20,0.43478260869565216,0.3888888888888889
t2,권동진,2021,4,2,0,0,0,4,0,0,8,0,19,2,100,20,0.43478260869565216,0.42105263157894735
t3,권동진,2021,4,1,0,1,0,7,0,0,11,0,20,1,100,20,0.48148148148148145,0.5
t1,박석민,2021,9,1,0,2,0,13,0,5,14,1,60,0,325,20,0.33783783783783783,0.31666666666666665
t2,박석민,2021,21,4,0,4,1,8,1,1,14,1,59,0,264,20,0.5571428571428572,0.7627118644067796
t3,박석민,2021,14,3,0,4,1,6,0,2,15,1,52,0,249,19,0.4666666666666667,0.6923076923076923
t1,추재현,2021,23,7,0,1,4,5,0,2,6,1,77,1,314,20,0.45977011494252873,0.5324675324675324
t2,추재현,2021,14,3,0,0,0,7,0,0,15,0,44,1,209,20,0.47058823529411764,0.45454545454545453
t3,추재현,2021,15,2,0,3,0,8,0,1,15,1,54,0,246,18,0.4444444444444444,0.5740740740740741
t1,최형우,2021,14,3,0,2,2,12,0,4,15,0,74,0,361,20,0.375,0.3783783783783784
t2,최형우,2021,24,3,0,5,0,12,2,1,16,0,78,0,390,20,0.5,0.6410256410256411
t3,최형우,2021,11,0,0,1,1,17,3,2,11,0,58,0,312,17,0.4177215189873418,0.25862068965517243
t1,김찬형,2021,5,3,0,1,1,1,0,0,3,2,30,0,118,20,0.3235294117647059,0.5
t2,김찬형,2021,4,1,0,0,1,1,0,0,12,3,26,0,119,20,0.22580645161290322,0.23076923076923078
t3,김찬형,2021,10,1,0,0,0,7,0,1,6,0,28,0,148,17,0.5142857142857142,0.42857142857142855
t1,이명기,2021,26,7,0,1,0,10,0,0,11,0,70,2,358,20,0.55,0.6285714285714286
t2,이명기,2021,20,3,0,1,1,15,0,2,7,2,68,1,353,20,0.46511627906976744,0.4411764705882353
t3,이명기,2021,10,2,0,0,0,12,0,0,9,1,53,3,265,16,0.36363636363636365,0.2641509433962264
t1,한승택,2021,8,1,0,2,2,10,0,0,14,1,45,0,253,20,0.39655172413793105,0.4
t2,한승택,2021,11,2,0,0,1,9,0,0,17,3,47,0,238,20,0.38333333333333336,0.3191489361702128
t3,한승택,2021,8,2,0,0,0,2,0,2,10,1,37,0,143,15,0.3,0.32432432432432434
t1,김호재,2021,3,0,0,0,0,1,0,0,4,1,16,0,72,20,0.2222222222222222,0.1875
t2,김호재,2021,5,1,0,0,2,1,0,0,3,1,18,0,92,20,0.4090909090909091,0.3888888888888889
t3,김호재,2021,3,0,0,0,0,4,0,0,2,0,16,0,77,15,0.35,0.1875
t1,권희동,2021,18,2,0,3,1,12,1,2,9,1,57,2,314,20,0.5138888888888888,0.5964912280701754
t2,권희동,2021,11,1,0,2,4,11,0,1,10,0,50,0,315,20,0.4461538461538462,0.42
t3,권희동,2021,6,0,0,3,0,6,0,1,5,0,26,0,135,15,0.46875,0.6923076923076923
t1,김재유,2021,8,0,0,1,2,4,0,1,6,2,36,0,172,20,0.3409090909090909,0.3333333333333333
t2,김재유,2021,13,3,0,0,0,0,0,0,5,0,32,0,123,20,0.5,0.59375
t3,김재유,2021,7,1,0,0,0,2,0,0,2,0,18,2,86,15,0.5,0.5
t1,이학주,2021,9,0,0,1,0,4,0,1,16,2,51,2,233,20,0.24561403508771928,0.2549019607843137
t2,이학주,2021,16,5,0,1,0,3,0,2,21,2,51,0,230,20,0.44642857142857145,0.5882352941176471
t3,이학주,2021,5,2,0,1,1,5,0,0,16,0,36,0,179,14,0.3333333333333333,0.3611111111111111
t1,신본기,2021,9,3,0,0,2,5,0,1,11,0,36,0,163,20,0.4418604651162791,0.4166666666666667
t2,신본기,2021,7,3,0,0,0,3,0,0,11,1,34,1,155,20,0.34210526315789475,0.38235294117647056
t3,신본기,2021,5,0,0,0,0,6,0,1,7,2,33,0,166,14,0.2682926829268293,0.15151515151515152
t1,정수빈,2021,12,0,2,1,0,5,0,0,4,0,42,2,170,20,0.425531914893617,0.5238095238095238
t2,정수빈,2021,9,2,0,0,0,8,0,3,13,0,52,3,252,20,0.31666666666666665,0.25
t3,정수빈,2021,3,1,0,0,0,3,0,1,8,1,28,1,128,14,0.21875,0.17857142857142858
t1,오윤석,2021,6,2,0,0,0,10,0,0,11,0,29,1,160,20,0.46153846153846156,0.3448275862068966
t2,오윤석,2021,15,3,0,2,1,5,1,1,13,2,50,1,228,20,0.4576271186440678,0.58
t3,오윤석,2021,7,3,0,1,0,2,0,1,7,0,25,1,108,13,0.48148148148148145,0.68
t1,류지혁,2021,14,2,0,1,1,9,0,2,10,0,60,0,258,20,0.38571428571428573,0.36666666666666664
t2,류지혁,2021,13,1,0,0,2,11,1,0,6,1,54,0,248,20,0.4057971014492754,0.2777777777777778
t3,류지혁,2021,10,2,0,0,2,4,0,2,6,1,35,0,145,12,0.42857142857142855,0.4
t1,김재호,2021,9,4,0,0,0,9,0,3,6,3,47,0,211,20,0.3728813559322034,0.3617021276595745
t2,김재호,2021,10,3,0,0,1,6,0,0,10,1,55,0,242,20,0.31746031746031744,0.2909090909090909
t3,김재호,2021,13,0,0,1,1,3,0,2,4,0,33,0,131,11,0.4864864864864865,0.5151515151515151
t1,라모스,2021,19,5,0,3,2,5,0,1,21,0,73,0,316,20,0.425,0.5616438356164384
t2,라모스,2021,19,0,1,3,0,6,0,1,16,0,75,0,318,20,0.35802469135802467,0.4533333333333333
t3,라모스,2021,7,2,0,2,0,7,0,0,6,0,37,0,184,11,0.4090909090909091,0.5135135135135135
t1,박민우,2021,17,2,2,1,3,9,0,1,11,2,72,8,333,20,0.3953488372093023,0.4305555555555556
t2,박민우,2021,19,3,0,0,2,8,0,2,9,1,77,3,347,20,0.36363636363636365,0.3246753246753247
t3,박민우,2021,11,0,1,0,2,5,0,1,3,1,31,1,153,10,0.48717948717948717,0.45161290322580644
t1,박세혁,2021,11,4,0,0,0,5,0,1,4,0,44,0,203,20,0.40816326530612246,0.4318181818181818
t2,박세혁,2021,12,2,0,0,3,7,0,1,13,2,53,2,253,20,0.36923076923076925,0.3018867924528302
t3,박세혁,2021,5,1,0,0,1,2,0,0,6,0,26,1,132,10,0.3103448275862069,0.2692307692307692
t1,김호령,2021,12,0,0,3,1,7,0,1,20,0,51,2,260,20,0.3898305084745763,0.47058823529411764
t2,김호령,2021,10,1,0,1,3,4,0,0,14,1,45,1,200,20,0.3584905660377358,0.35555555555555557
t3,김호령,2021,4,1,0,0,2,3,0,1,6,1,22,1,104,9,0.35714285714285715,0.2727272727272727
t1,정진호,2021,11,2,0,0,1,7,1,2,9,2,58,2,273,20,0.3188405797101449,0.25862068965517243
t2,정진호,2021,16,6,0,0,0,7,0,3,8,1,57,2,277,20,0.4461538461538462,0.49122807017543857
t3,정진호,2021,6,1,0,0,0,1,0,0,5,1,30,0,139,8,0.25,0.26666666666666666
t1,지시완,2021,7,1,0,2,3,4,0,0,16,0,50,0,250,20,0.2982456140350877,0.34
t2,지시완,2021,11,3,0,2,2,9,0,4,12,0,41,0,229,20,0.5192307692307693,0.6097560975609756
t3,지시완,2021,6,1,0,1,0,0,0,0,9,0,22,0,87,8,0.36363636363636365,0.5454545454545454
t1,김준태,2021,11,3,0,2,0,5,0,1,10,0,44,0,207,20,0.42857142857142855,0.5681818181818182
t2,김준태,2021,9,1,0,0,1,8,0,1,16,0,47,0,242,20,0.3392857142857143,0.23404255319148937
t3,김준태,2021,3,1,0,2,0,4,0,0,9,0,20,0,108,7,0.4166666666666667,0.65
t1,이성열,2021,10,1,0,1,0,8,0,1,18,0,51,1,256,20,0.3389830508474576,0.3137254901960784
t2,이성열,2021,12,7,0,1,1,5,0,1,14,0,52,0,239,20,0.4482758620689655,0.5769230769230769
t3,이성열,2021,3,0,0,0,0,5,0,0,4,0,16,0,76,6,0.38095238095238093,0.1875
t1,정진기,2021,9,3,0,2,1,1,0,0,9,2,39,1,170,20,0.37209302325581395,0.5897435897435898
t2,정진기,2021,11,1,0,2,0,3,0,1,11,0,51,1,186,20,0.3148148148148148,0.4117647058823529
t3,정진기,2021,2,0,0,0,0,0,0,0,2,0,9,0,25,5,0.2222222222222222,0.2222222222222222
t1,배성근,2021,7,1,0,1,0,7,0,1,11,0,23,1,139,20,0.5333333333333333,0.5652173913043478
t2,배성근,2021,5,0,0,0,0,2,0,0,11,0,29,0,123,20,0.22580645161290322,0.1724137931034483
t3,배성근,2021,2,1,0,0,0,1,0,0,5,1,11,0,52,5,0.3076923076923077,0.36363636363636365
t1,김민하,2021,9,1,1,0,2,6,0,2,10,0,44,1,229,20,0.36538461538461536,0.3181818181818182
t2,김민하,2021,9,1,0,1,4,9,0,1,21,0,52,3,280,20,0.36923076923076925,0.28846153846153844
t3,김민하,2021,6,2,0,0,2,2,0,0,5,0,17,2,85,5,0.5714285714285714,0.5882352941176471
t1,최용제,2021,6,0,0,0,1,4,0,0,4,0,18,0,97,20,0.4782608695652174,0.3333333333333333
t2,최용제,2021,9,2,0,0,0,4,0,0,9,0,39,0,167,20,0.3488372093023256,0.3333333333333333
t3,최용제,2021,4,1,0,0,0,0,0,0,0,0,6,0,19,4,0.8333333333333334,1.0
t1,조한민,2021,10,3,0,3,0,1,0,1,26,0,52,1,234,20,0.32075471698113206,0.5384615384615384
